,numberOfFinalProperties,numberOfProperties,status,dateApproved,dateClosed,dateInitiallyApproved
607,0,0,Closed,2006-10-06T00:00:00.000Z,2006-10-06T00:00:00.000Z,2006-10-06T00:00:00.000Z
608,0,0,Closed,2008-04-15T00:00:00.000Z,2008-01-11T00:00:00.000Z,2003-06-25T00:00:00.000Z
609,10,13,Closed,2006-10-23T00:00:00.000Z,2006-10-23T00:00:00.000Z,2003-10-16T00:00:00.000Z
610,1,1,Closed,2014-02-04T00:00:00.000Z,2013-04-22T00:00:00.000Z,2004-10-20T00:00:00.000Z
611,8,10,Closed,2005-03-25T00:00:00.000Z,2005-03-25T00:00:00.000Z,2003-02-21T00:00:00.000Z
612,0,0,Closed,2007-08-20T00:00:00.000Z,2007-09-06T00:00:00.000Z,2004-11-02T00:00:00.000Z
613,1,1,Closed,2009-05-18T00:00:00.000Z,2009-01-29T00:00:00.000Z,2005-11-25T00:00:00.000Z
625,11,11,Closed,2005-07-27T00:00:00.000Z,2008-05-02T00:00:00.000Z,2005-07-29T00:00:00.000Z
626,1,1,Closed,2019-12-31T00:00:00.000Z,2023-05-12T00:00:00.000Z,2020-01-06T00:00:00.000Z
628,1,1,Closed,2004-07-30T00:00:00.000Z,2007-10-09T00:00:00.000Z,2004-08-10T00:00:00.000Z
630,0,0,Closed,2019-09-27T00:00:00.000Z,2023-06-14T00:00:00.000Z,2019-11-21T00:00:00.000Z
632,1,1,Closed,2018-08-10T00:00:00.000Z,2022-05-25T00:00:00.000Z,2018-09-06T00:00:00.000Z
634,0,0,Closed,2016-02-18T00:00:00.000Z,2019-01-30T00:00:00.000Z,2016-02-24T00:00:00.000Z
635,1,1,Closed,2005-09-08T00:00:00.000Z,2010-10-23T00:00:00.000Z,2005-09-13T00:00:00.000Z
646,1,1,Closed,2021-11-01T00:00:00.000Z,2021-11-01T00:00:00.000Z,2021-04-05T00:00:00.000Z
650,1,1,Closed,2024-06-17T00:00:00.000Z,2024-06-17T00:00:00.000Z,2021-04-29T00:00:00.000Z
651,0,0,Closed,2024-07-08T00:00:00.000Z,2024-07-08T00:00:00.000Z,2021-11-08T00:00:00.000Z
654,0,0,Closed,2022-09-19T00:00:00.000Z,2022-10-12T00:00:00.000Z,2022-03-10T00:00:00.000Z
662,2,2,Closed,2006-07-19T00:00:00.000Z,2005-05-05T00:00:00.000Z,2006-07-19T00:00:00.000Z
663,0,0,Closed,2007-05-04T00:00:00.000Z,2007-05-04T00:00:00.000Z,2002-04-17T00:00:00.000Z
664,0,0,Closed,2006-05-12T00:00:00.000Z,2006-05-12T00:00:00.000Z,2000-03-09T00:00:00.000Z
665,17,26,Closed,2011-04-11T00:00:00.000Z,2011-04-11T00:00:00.000Z,2004-04-14T00:00:00.000Z
666,0,0,Closed,2007-12-28T00:00:00.000Z,2008-01-07T00:00:00.000Z,2005-02-04T00:00:00.000Z
667,1,1,Closed,2006-06-19T00:00:00.000Z,2013-09-27T00:00:00.000Z,2004-05-10T00:00:00.000Z
668,0,0,Closed,2013-10-24T00:00:00.000Z,2013-10-24T00:00:00.000Z,2005-01-25T00:00:00.000Z
669,0,0,Closed,2009-02-10T00:00:00.000Z,2009-02-11T00:00:00.000Z,2005-02-14T00:00:00.000Z
670,0,0,Closed,2007-08-23T00:00:00.000Z,2007-08-23T00:00:00.000Z,2004-04-06T00:00:00.000Z
675,7,7,Closed,2018-07-06T00:00:00.000Z,2020-11-23T00:00:00.000Z,2018-07-11T00:00:00.000Z
676,1,1,Closed,2012-09-21T00:00:00.000Z,2018-04-18T00:00:00.000Z,2012-09-28T00:00:00.000Z
679,0,0,Closed,2014-12-12T00:00:00.000Z,2020-11-12T00:00:00.000Z,2015-02-17T00:00:00.000Z
690,0,0,Closed,2018-09-13T00:00:00.000Z,2021-05-19T00:00:00.000Z,2018-09-21T00:00:00.000Z
692,1,1,Closed,2023-06-12T00:00:00.000Z,2024-09-04T00:00:00.000Z,2020-10-23T00:00:00.000Z
693,1,1,Closed,2024-07-24T00:00:00.000Z,2024-09-11T00:00:00.000Z,2020-10-23T00:00:00.000Z
698,4,4,Closed,2024-10-29T00:00:00.000Z,2024-10-29T00:00:00.000Z,2022-06-29T00:00:00.000Z
701,0,0,Closed,2015-12-10T00:00:00.000Z,2015-12-10T00:00:00.000Z,2002-02-04T00:00:00.000Z
702,0,0,Closed,2012-01-24T00:00:00.000Z,2012-02-14T00:00:00.000Z,2006-09-08T00:00:00.000Z
704,0,0,Closed,2007-04-18T00:00:00.000Z,2007-05-21T00:00:00.000Z,2004-05-18T00:00:00.000Z
705,1,1,Closed,2015-12-08T00:00:00.000Z,2006-09-07T00:00:00.000Z,2002-10-29T00:00:00.000Z
706,1,1,Closed,2007-02-05T00:00:00.000Z,2006-01-07T00:00:00.000Z,2002-10-29T00:00:00.000Z
707,0,0,Closed,2006-08-09T00:00:00.000Z,2006-08-09T00:00:00.000Z,2002-12-03T00:00:00.000Z
708,1,1,Closed,2007-02-08T00:00:00.000Z,2007-02-08T00:00:00.000Z,2002-12-04T00:00:00.000Z
709,0,0,Closed,2006-12-27T00:00:00.000Z,2007-02-22T00:00:00.000Z,2002-08-29T00:00:00.000Z
710,0,0,Closed,2013-03-18T00:00:00.000Z,2013-03-20T00:00:00.000Z,2005-11-14T00:00:00.000Z
716,1,1,Closed,2025-01-16T00:00:00.000Z,2025-01-16T00:00:00.000Z,2022-07-20T00:00:00.000Z
732,2,2,Closed,2017-02-28T00:00:00.000Z,2022-01-28T00:00:00.000Z,2017-03-02T00:00:00.000Z
733,0,0,Closed,2020-02-14T00:00:00.000Z,2022-10-20T00:00:00.000Z,2020-02-14T00:00:00.000Z
734,1,1,Closed,2016-06-09T00:00:00.000Z,2020-10-21T00:00:00.000Z,2016-06-21T00:00:00.000Z
739,1,1,Closed,2011-11-14T00:00:00.000Z,2015-10-05T00:00:00.000Z,2012-02-16T00:00:00.000Z
741,1,1,Closed,2013-10-22T00:00:00.000Z,2013-10-22T00:00:00.000Z,2004-07-21T00:00:00.000Z
742,0,0,Closed,2012-05-23T00:00:00.000Z,2012-11-08T00:00:00.000Z,2003-11-05T00:00:00.000Z
743,0,0,Closed,2008-05-28T00:00:00.000Z,2008-01-11T00:00:00.000Z,2003-06-30T00:00:00.000Z
744,0,0,Closed,2007-02-12T00:00:00.000Z,2007-02-12T00:00:00.000Z,2005-06-02T00:00:00.000Z
746,3,3,Closed,2008-01-16T00:00:00.000Z,2007-01-16T00:00:00.000Z,2008-01-16T00:00:00.000Z
749,1,1,Closed,2009-05-29T00:00:00.000Z,2009-01-20T00:00:00.000Z,2005-12-17T00:00:00.000Z
752,0,0,Closed,2006-08-01T00:00:00.000Z,2010-03-10T00:00:00.000Z,2006-08-03T00:00:00.000Z
757,0,0,Closed,2016-03-16T00:00:00.000Z,2016-03-23T00:00:00.000Z,2016-03-23T00:00:00.000Z
758,0,0,Closed,2005-08-10T00:00:00.000Z,2010-01-14T00:00:00.000Z,2005-08-17T00:00:00.000Z
760,1,1,Closed,2021-01-29T00:00:00.000Z,2024-02-08T00:00:00.000Z,2021-02-01T00:00:00.000Z
761,0,0,Closed,2007-07-11T00:00:00.000Z,2010-02-12T00:00:00.000Z,2007-08-10T00:00:00.000Z
775,0,0,Closed,2016-03-03T00:00:00.000Z,2016-03-25T00:00:00.000Z,2016-03-25T00:00:00.000Z
776,0,0,Closed,2012-07-19T00:00:00.000Z,2015-08-05T00:00:00.000Z,2012-07-25T00:00:00.000Z
778,0,0,Closed,2012-03-07T00:00:00.000Z,2012-04-23T00:00:00.000Z,2003-09-15T00:00:00.000Z
779,0,0,Closed,2013-11-15T00:00:00.000Z,2015-01-28T00:00:00.000Z,2004-07-10T00:00:00.000Z
780,0,0,Closed,2008-03-26T00:00:00.000Z,2005-09-01T00:00:00.000Z,2003-10-22T00:00:00.000Z
781,0,0,Closed,2008-10-20T00:00:00.000Z,2008-10-20T00:00:00.000Z,2001-08-22T00:00:00.000Z
782,0,0,Closed,2006-01-30T00:00:00.000Z,2007-02-09T00:00:00.000Z,2005-06-20T00:00:00.000Z
783,1,1,Closed,2007-02-08T00:00:00.000Z,2006-09-07T00:00:00.000Z,2002-10-29T00:00:00.000Z
784,0,0,Closed,2007-07-16T00:00:00.000Z,2007-08-01T00:00:00.000Z,2003-10-22T00:00:00.000Z
785,0,0,Closed,2009-05-14T00:00:00.000Z,2009-05-14T00:00:00.000Z,2003-07-01T00:00:00.000Z
787,0,0,Closed,2008-05-06T00:00:00.000Z,2008-02-26T00:00:00.000Z,2002-07-12T00:00:00.000Z
790,1,1,Closed,2017-05-02T00:00:00.000Z,2020-11-24T00:00:00.000Z,2017-08-03T00:00:00.000Z
792,0,0,Closed,2007-08-07T00:00:00.000Z,2010-05-19T00:00:00.000Z,2007-08-16T00:00:00.000Z
793,0,0,Closed,2020-08-12T00:00:00.000Z,2020-08-13T00:00:00.000Z,2020-08-13T00:00:00.000Z
799,14,14,Closed,2006-12-11T00:00:00.000Z,2006-12-11T00:00:00.000Z,2006-12-11T00:00:00.000Z
800,3,3,Closed,2007-07-16T00:00:00.000Z,2013-10-24T00:00:00.000Z,2005-11-01T00:00:00.000Z
801,0,0,Closed,2006-07-12T00:00:00.000Z,2006-12-04T00:00:00.000Z,2005-08-17T00:00:00.000Z
802,3,7,Closed,2008-08-25T00:00:00.000Z,2008-09-09T00:00:00.000Z,2004-11-16T00:00:00.000Z
803,6,16,Closed,2009-05-08T00:00:00.000Z,2009-05-08T00:00:00.000Z,2005-06-21T00:00:00.000Z
804,1,1,Closed,2009-05-13T00:00:00.000Z,2009-02-12T00:00:00.000Z,2006-06-28T00:00:00.000Z
805,1,1,Closed,2011-06-17T00:00:00.000Z,2011-06-22T00:00:00.000Z,2005-08-12T00:00:00.000Z
811,1,1,Closed,2021-03-05T00:00:00.000Z,2021-08-06T00:00:00.000Z,2021-03-05T00:00:00.000Z
826,1,1,Closed,2008-11-17T00:00:00.000Z,2009-12-22T00:00:00.000Z,2007-05-23T00:00:00.000Z
827,3,3,Closed,2008-04-17T00:00:00.000Z,2009-07-21T00:00:00.000Z,2008-04-17T00:00:00.000Z
828,3,3,Closed,2007-08-13T00:00:00.000Z,2014-07-18T00:00:00.000Z,2007-08-13T00:00:00.000Z
829,1,1,Closed,2013-08-27T00:00:00.000Z,2013-09-25T00:00:00.000Z,2008-03-07T00:00:00.000Z
831,0,0,Closed,2014-03-10T00:00:00.000Z,2014-03-10T00:00:00.000Z,2008-04-15T00:00:00.000Z
832,1,1,Closed,2008-04-09T00:00:00.000Z,2012-05-11T00:00:00.000Z,2008-05-22T00:00:00.000Z
837,0,0,Closed,2023-08-22T00:00:00.000Z,2025-01-23T00:00:00.000Z,2023-08-22T00:00:00.000Z
839,7,7,Closed,2022-06-07T00:00:00.000Z,2022-06-08T00:00:00.000Z,2011-05-18T00:00:00.000Z
840,0,0,Closed,2010-11-29T00:00:00.000Z,2014-01-02T00:00:00.000Z,2009-08-24T00:00:00.000Z
841,0,0,Closed,2014-10-24T00:00:00.000Z,2014-10-24T00:00:00.000Z,2010-01-22T00:00:00.000Z
842,11,13,Closed,2022-08-10T00:00:00.000Z,2022-08-10T00:00:00.000Z,2015-09-17T00:00:00.000Z
843,60,60,Closed,2022-11-23T00:00:00.000Z,2022-11-23T00:00:00.000Z,2011-11-07T00:00:00.000Z
844,0,0,Closed,2013-03-18T00:00:00.000Z,2013-03-18T00:00:00.000Z,2010-10-12T00:00:00.000Z
845,1,1,Closed,2016-11-14T00:00:00.000Z,2016-11-15T00:00:00.000Z,2010-08-11T00:00:00.000Z
846,24,26,Closed,2015-04-09T00:00:00.000Z,2015-04-09T00:00:00.000Z,2010-08-10T00:00:00.000Z
847,0,0,Closed,2016-02-19T00:00:00.000Z,2018-03-20T00:00:00.000Z,2016-03-02T00:00:00.000Z
848,1,1,Closed,2019-09-23T00:00:00.000Z,2022-10-07T00:00:00.000Z,2019-09-27T00:00:00.000Z
850,0,0,Closed,2015-09-21T00:00:00.000Z,2020-08-05T00:00:00.000Z,2015-09-25T00:00:00.000Z
854,0,0,Closed,2016-03-03T00:00:00.000Z,2018-11-20T00:00:00.000Z,2016-03-25T00:00:00.000Z
876,0,0,Closed,2005-05-25T00:00:00.000Z,2005-05-25T00:00:00.000Z,2001-10-19T00:00:00.000Z
877,6,6,Closed,2011-05-10T00:00:00.000Z,2011-05-23T00:00:00.000Z,2006-01-30T00:00:00.000Z
880,0,0,Closed,2006-12-15T00:00:00.000Z,2007-03-05T00:00:00.000Z,2004-10-27T00:00:00.000Z
881,0,0,Closed,2007-01-22T00:00:00.000Z,2007-01-24T00:00:00.000Z,2004-10-26T00:00:00.000Z
882,0,0,Closed,2006-04-07T00:00:00.000Z,2006-04-07T00:00:00.000Z,2004-12-20T00:00:00.000Z
883,0,0,Closed,2006-04-17T00:00:00.000Z,2009-04-22T00:00:00.000Z,2006-04-17T00:00:00.000Z
884,5,7,Closed,2009-02-21T00:00:00.000Z,2009-02-24T00:00:00.000Z,2006-06-20T00:00:00.000Z
885,0,0,Closed,2010-03-11T00:00:00.000Z,2010-03-26T00:00:00.000Z,2008-05-09T00:00:00.000Z
887,1,1,Closed,2018-02-22T00:00:00.000Z,2020-03-24T00:00:00.000Z,2018-03-06T00:00:00.000Z
889,2,2,Closed,2018-09-13T00:00:00.000Z,2023-05-11T00:00:00.000Z,2018-09-13T00:00:00.000Z
892,0,0,Closed,2011-04-22T00:00:00.000Z,2011-05-06T00:00:00.000Z,2011-05-06T00:00:00.000Z
893,0,0,Closed,2010-08-30T00:00:00.000Z,2011-08-01T00:00:00.000Z,2010-09-24T00:00:00.000Z
894,1,1,Closed,2004-04-07T00:00:00.000Z,2007-07-12T00:00:00.000Z,2004-04-15T00:00:00.000Z
915,0,0,Closed,2007-09-17T00:00:00.000Z,2012-07-23T00:00:00.000Z,2007-09-18T00:00:00.000Z
916,0,0,Closed,2020-08-13T00:00:00.000Z,2023-03-31T00:00:00.000Z,2020-08-18T00:00:00.000Z
918,0,0,Closed,2005-08-15T00:00:00.000Z,2009-09-21T00:00:00.000Z,2005-08-26T00:00:00.000Z
919,0,0,Closed,2018-06-25T00:00:00.000Z,2021-08-11T00:00:00.000Z,2018-06-27T00:00:00.000Z
922,0,0,Closed,2015-06-23T00:00:00.000Z,2015-06-30T00:00:00.000Z,2010-01-22T00:00:00.000Z
923,1,1,Closed,2019-10-22T00:00:00.000Z,2019-10-22T00:00:00.000Z,2010-08-11T00:00:00.000Z
924,1,1,Closed,2018-02-01T00:00:00.000Z,2018-02-01T00:00:00.000Z,2010-09-08T00:00:00.000Z
926,1,1,Closed,2009-05-26T00:00:00.000Z,2009-02-12T00:00:00.000Z,2005-12-17T00:00:00.000Z
929,0,0,Closed,2008-09-18T00:00:00.000Z,2012-11-20T00:00:00.000Z,2008-09-19T00:00:00.000Z
931,0,0,Closed,2020-01-29T00:00:00.000Z,2022-08-18T00:00:00.000Z,2020-01-29T00:00:00.000Z
932,0,0,Closed,2016-12-02T00:00:00.000Z,2021-08-30T00:00:00.000Z,2016-12-28T00:00:00.000Z
934,0,0,Closed,2005-08-29T00:00:00.000Z,2015-02-06T00:00:00.000Z,2005-09-03T00:00:00.000Z
936,0,0,Closed,2016-03-03T00:00:00.000Z,2016-03-25T00:00:00.000Z,2016-03-25T00:00:00.000Z
952,0,0,Closed,2013-08-01T00:00:00.000Z,2013-08-14T00:00:00.000Z,2006-05-02T00:00:00.000Z
954,1,1,Closed,2012-10-02T00:00:00.000Z,2012-10-04T00:00:00.000Z,2007-03-30T00:00:00.000Z
955,0,0,Closed,2009-06-09T00:00:00.000Z,2009-06-25T00:00:00.000Z,2006-11-21T00:00:00.000Z
956,0,0,Closed,2008-02-04T00:00:00.000Z,2010-06-14T00:00:00.000Z,2008-02-04T00:00:00.000Z
957,0,0,Closed,2009-12-11T00:00:00.000Z,2012-04-30T00:00:00.000Z,2007-04-27T00:00:00.000Z
959,0,0,Closed,2004-04-06T00:00:00.000Z,2007-06-15T00:00:00.000Z,2004-04-15T00:00:00.000Z
964,1,1,Closed,2013-04-08T00:00:00.000Z,2013-04-11T00:00:00.000Z,2009-06-23T00:00:00.000Z
970,0,0,Closed,2016-09-27T00:00:00.000Z,2021-03-04T00:00:00.000Z,2016-09-29T00:00:00.000Z
972,0,0,Closed,2008-07-08T00:00:00.000Z,2012-02-14T00:00:00.000Z,2008-07-18T00:00:00.000Z
975,0,0,Closed,2010-08-17T00:00:00.000Z,2015-04-09T00:00:00.000Z,2010-09-17T00:00:00.000Z
977,0,0,Closed,2012-06-14T00:00:00.000Z,2012-08-24T00:00:00.000Z,2012-08-24T00:00:00.000Z
978,1,1,Closed,2009-09-23T00:00:00.000Z,2019-07-29T00:00:00.000Z,2009-09-25T00:00:00.000Z
979,0,0,Closed,2017-02-28T00:00:00.000Z,2020-10-20T00:00:00.000Z,2017-03-02T00:00:00.000Z
982,1,1,Closed,2011-01-11T00:00:00.000Z,2016-07-20T00:00:00.000Z,2010-08-18T00:00:00.000Z
983,0,0,Closed,2015-03-10T00:00:00.000Z,2015-03-26T00:00:00.000Z,2011-08-22T00:00:00.000Z
984,0,0,Closed,2016-01-19T00:00:00.000Z,2016-01-20T00:00:00.000Z,2011-05-04T00:00:00.000Z
985,0,0,Closed,2010-02-22T00:00:00.000Z,2010-02-23T00:00:00.000Z,2005-04-27T00:00:00.000Z
987,0,0,Closed,2011-09-16T00:00:00.000Z,2011-09-16T00:00:00.000Z,2006-02-08T00:00:00.000Z
988,1,1,Closed,2009-10-08T00:00:00.000Z,2010-05-03T00:00:00.000Z,2006-08-23T00:00:00.000Z
989,0,0,Closed,2009-06-10T00:00:00.000Z,2009-06-10T00:00:00.000Z,2008-02-28T00:00:00.000Z
990,1,1,Closed,2010-06-02T00:00:00.000Z,2010-06-02T00:00:00.000Z,2007-01-25T00:00:00.000Z
991,32,32,Closed,2009-04-01T00:00:00.000Z,2009-12-01T00:00:00.000Z,2007-02-13T00:00:00.000Z
992,0,0,Closed,2010-08-31T00:00:00.000Z,2014-02-13T00:00:00.000Z,2010-09-27T00:00:00.000Z
994,0,0,Closed,2010-09-15T00:00:00.000Z,2012-06-11T00:00:00.000Z,2010-09-21T00:00:00.000Z
995,0,0,Closed,2009-09-17T00:00:00.000Z,2016-12-16T00:00:00.000Z,2009-09-23T00:00:00.000Z
1000,0,0,Closed,2025-01-27T00:00:00.000Z,2025-01-29T00:00:00.000Z,2022-08-02T00:00:00.000Z
1001,1,1,Closed,2005-09-01T00:00:00.000Z,2009-04-13T00:00:00.000Z,2005-09-16T00:00:00.000Z
1003,0,1,Closed,2016-09-13T00:00:00.000Z,2021-01-28T00:00:00.000Z,2016-09-13T00:00:00.000Z
1006,0,0,Closed,2008-10-06T00:00:00.000Z,2013-07-17T00:00:00.000Z,2009-01-21T00:00:00.000Z
1009,0,0,Closed,2007-08-21T00:00:00.000Z,2023-03-19T00:00:00.000Z,2007-09-19T00:00:00.000Z
1010,0,0,Closed,2016-02-03T00:00:00.000Z,2018-03-12T00:00:00.000Z,2016-02-12T00:00:00.000Z
1011,0,0,Closed,2019-09-25T00:00:00.000Z,2021-06-17T00:00:00.000Z,2019-09-27T00:00:00.000Z
1012,0,0,Closed,2005-08-30T00:00:00.000Z,2018-04-27T00:00:00.000Z,2005-09-09T00:00:00.000Z
1013,0,0,Closed,2007-06-06T00:00:00.000Z,2013-02-08T00:00:00.000Z,2007-08-01T00:00:00.000Z
1014,0,0,Closed,2010-08-17T00:00:00.000Z,2010-09-17T00:00:00.000Z,2010-09-17T00:00:00.000Z
1015,0,0,Closed,2010-09-15T00:00:00.000Z,2017-01-23T00:00:00.000Z,2010-09-17T00:00:00.000Z
1016,0,0,Closed,2005-08-10T00:00:00.000Z,2010-01-14T00:00:00.000Z,2005-08-17T00:00:00.000Z
1017,0,0,Closed,2008-09-03T00:00:00.000Z,2012-05-14T00:00:00.000Z,2008-09-10T00:00:00.000Z
1018,0,0,Closed,2010-12-28T00:00:00.000Z,2010-12-28T00:00:00.000Z,2006-06-20T00:00:00.000Z
1019,0,0,Closed,2010-12-30T00:00:00.000Z,2012-01-30T00:00:00.000Z,2007-11-02T00:00:00.000Z
1021,0,0,Closed,2008-03-27T00:00:00.000Z,2011-03-22T00:00:00.000Z,2008-03-27T00:00:00.000Z
1022,1,1,Closed,2009-12-03T00:00:00.000Z,2010-01-11T00:00:00.000Z,2007-12-04T00:00:00.000Z
1023,3,3,Closed,2010-07-20T00:00:00.000Z,2010-07-21T00:00:00.000Z,2008-02-28T00:00:00.000Z
1024,1,1,Closed,2015-06-04T00:00:00.000Z,2015-06-17T00:00:00.000Z,2007-12-26T00:00:00.000Z
1027,0,0,Closed,2012-08-28T00:00:00.000Z,2013-04-10T00:00:00.000Z,2008-06-18T00:00:00.000Z
1030,0,0,Closed,2019-09-25T00:00:00.000Z,2024-05-28T00:00:00.000Z,2020-01-09T00:00:00.000Z
1035,0,0,Closed,2018-06-27T00:00:00.000Z,2020-08-19T00:00:00.000Z,2018-07-11T00:00:00.000Z
1036,0,0,Closed,2014-12-04T00:00:00.000Z,2016-10-25T00:00:00.000Z,2015-01-12T00:00:00.000Z
1048,6,6,Closed,2006-08-21T00:00:00.000Z,2008-05-08T00:00:00.000Z,2006-08-28T00:00:00.000Z
1050,0,0,Closed,2015-08-05T00:00:00.000Z,2018-09-24T00:00:00.000Z,2015-09-01T00:00:00.000Z
1051,0,0,Closed,2010-09-15T00:00:00.000Z,2012-11-07T00:00:00.000Z,2010-09-15T00:00:00.000Z
1052,11,13,Closed,2014-03-07T00:00:00.000Z,2014-03-07T00:00:00.000Z,2010-09-09T00:00:00.000Z
1054,0,0,Closed,2018-10-12T00:00:00.000Z,2018-10-12T00:00:00.000Z,2010-08-11T00:00:00.000Z
1055,1,1,Closed,2016-11-22T00:00:00.000Z,2016-11-23T00:00:00.000Z,2010-10-14T00:00:00.000Z
1056,1,1,Closed,2017-11-16T00:00:00.000Z,2017-11-20T00:00:00.000Z,2010-08-11T00:00:00.000Z
1057,0,0,Closed,2011-04-21T00:00:00.000Z,2015-06-23T00:00:00.000Z,2011-04-21T00:00:00.000Z
1058,0,0,Closed,2015-07-06T00:00:00.000Z,2015-07-07T00:00:00.000Z,2011-04-21T00:00:00.000Z
1060,15,15,Closed,2019-06-04T00:00:00.000Z,2020-02-05T00:00:00.000Z,2011-10-24T00:00:00.000Z
1061,18,21,Closed,2014-04-17T00:00:00.000Z,2014-05-30T00:00:00.000Z,2014-04-17T00:00:00.000Z
1062,0,0,Closed,2012-10-25T00:00:00.000Z,2016-10-04T00:00:00.000Z,2012-10-25T00:00:00.000Z
1063,1,1,Closed,2014-04-14T00:00:00.000Z,2014-04-15T00:00:00.000Z,2012-01-23T00:00:00.000Z
1065,1,1,Closed,2022-06-21T00:00:00.000Z,2022-06-27T00:00:00.000Z,2012-08-06T00:00:00.000Z
1066,1,1,Closed,2014-04-14T00:00:00.000Z,2014-04-15T00:00:00.000Z,2012-02-01T00:00:00.000Z
1067,0,0,Closed,2015-04-09T00:00:00.000Z,2015-04-09T00:00:00.000Z,2011-12-14T00:00:00.000Z
1069,11,11,Closed,2005-08-18T00:00:00.000Z,2009-07-30T00:00:00.000Z,2005-09-02T00:00:00.000Z
1071,0,0,Closed,2014-05-02T00:00:00.000Z,2017-09-21T00:00:00.000Z,2014-06-06T00:00:00.000Z
1073,1,1,Closed,2019-03-12T00:00:00.000Z,2022-01-26T00:00:00.000Z,2019-03-12T00:00:00.000Z
1075,1,1,Closed,2023-09-15T00:00:00.000Z,2023-09-19T00:00:00.000Z,2020-07-01T00:00:00.000Z
1078,0,0,Closed,2024-11-04T00:00:00.000Z,2024-11-04T00:00:00.000Z,2019-11-04T00:00:00.000Z
1080,1,1,Closed,2020-06-04T00:00:00.000Z,2021-08-06T00:00:00.000Z,2020-06-04T00:00:00.000Z
1081,1,1,Closed,2021-02-06T00:00:00.000Z,2023-06-15T00:00:00.000Z,2021-02-06T00:00:00.000Z
1084,2,2,Closed,2013-04-16T00:00:00.000Z,2019-03-29T00:00:00.000Z,2013-04-16T00:00:00.000Z
1086,3,5,Closed,2017-04-06T00:00:00.000Z,2017-04-06T00:00:00.000Z,2014-04-25T00:00:00.000Z
1087,4,5,Closed,2019-11-12T00:00:00.000Z,2022-05-31T00:00:00.000Z,2014-06-02T00:00:00.000Z
1088,1,1,Closed,2016-03-31T00:00:00.000Z,2016-03-31T00:00:00.000Z,2015-03-09T00:00:00.000Z
1091,0,0,Closed,2023-07-20T00:00:00.000Z,2023-07-20T00:00:00.000Z,2015-04-23T00:00:00.000Z
1092,0,0,Closed,2016-11-16T00:00:00.000Z,2016-11-16T00:00:00.000Z,2014-12-17T00:00:00.000Z
1094,1,1,Closed,2012-06-21T00:00:00.000Z,2015-10-27T00:00:00.000Z,2012-08-10T00:00:00.000Z
1096,0,0,Closed,2005-08-10T00:00:00.000Z,2005-08-31T00:00:00.000Z,2005-08-31T00:00:00.000Z
1099,1,1,Closed,2009-06-05T00:00:00.000Z,2009-06-26T00:00:00.000Z,2009-06-26T00:00:00.000Z
1100,0,0,Closed,2011-02-03T00:00:00.000Z,2013-05-21T00:00:00.000Z,2011-02-03T00:00:00.000Z
1101,0,0,Closed,2017-09-11T00:00:00.000Z,2017-09-11T00:00:00.000Z,2011-02-15T00:00:00.000Z
1102,0,0,Closed,2014-01-15T00:00:00.000Z,2015-07-30T00:00:00.000Z,2011-03-02T00:00:00.000Z
1103,1,1,Closed,2014-03-12T00:00:00.000Z,2016-12-14T00:00:00.000Z,2012-06-25T00:00:00.000Z
1105,1,1,Closed,2014-04-02T00:00:00.000Z,2014-04-03T00:00:00.000Z,2011-02-23T00:00:00.000Z
1106,0,0,Closed,2016-02-08T00:00:00.000Z,2016-02-08T00:00:00.000Z,2011-01-27T00:00:00.000Z
1107,1,1,Closed,2021-10-05T00:00:00.000Z,2022-06-13T00:00:00.000Z,2011-08-11T00:00:00.000Z
1108,1,1,Closed,2015-07-14T00:00:00.000Z,2015-07-15T00:00:00.000Z,2010-10-20T00:00:00.000Z
1109,2,2,Closed,2018-03-23T00:00:00.000Z,2018-03-23T00:00:00.000Z,2012-03-21T00:00:00.000Z
1110,0,0,Closed,2017-08-09T00:00:00.000Z,2017-08-09T00:00:00.000Z,2011-04-06T00:00:00.000Z
1111,0,0,Closed,2013-03-18T00:00:00.000Z,2013-03-18T00:00:00.000Z,2011-08-03T00:00:00.000Z
1113,9,9,Closed,2017-03-23T00:00:00.000Z,2017-03-23T00:00:00.000Z,2012-06-21T00:00:00.000Z
1114,1,1,Closed,2010-09-24T00:00:00.000Z,2013-04-16T00:00:00.000Z,2010-09-28T00:00:00.000Z
1116,8,8,Closed,2019-08-22T00:00:00.000Z,2024-09-18T00:00:00.000Z,2019-08-22T00:00:00.000Z
1117,1,1,Closed,2004-04-09T00:00:00.000Z,2007-07-12T00:00:00.000Z,2004-04-15T00:00:00.000Z
1118,0,0,Closed,2009-07-16T00:00:00.000Z,2012-07-31T00:00:00.000Z,2009-09-22T00:00:00.000Z
1121,1,1,Closed,2023-12-15T00:00:00.000Z,2023-12-15T00:00:00.000Z,2019-08-01T00:00:00.000Z
1126,1,1,Closed,2023-01-20T00:00:00.000Z,2023-07-06T00:00:00.000Z,2020-10-29T00:00:00.000Z
1130,1,1,Closed,2011-04-28T00:00:00.000Z,2016-07-14T00:00:00.000Z,2011-05-12T00:00:00.000Z
1131,0,0,Closed,2010-08-18T00:00:00.000Z,2014-04-29T00:00:00.000Z,2010-08-26T00:00:00.000Z
1132,0,0,Closed,2006-08-01T00:00:00.000Z,2008-06-26T00:00:00.000Z,2006-08-03T00:00:00.000Z
