,state,county,stateNumberCode,countyCode,disasterNumber,region,programArea,programFy
710,Kentucky,Statewide,21,0,1523,4,HMGP,2004
711,Pennsylvania,Wyoming,42,131,4506,3,HMGP,2020
712,Puerto Rico,Aguada,72,3,4339,2,HMGP,2017
713,Texas,Hardin,48,199,4586,6,HMGP,2021
714,Illinois,Iroquois,17,75,4489,5,HMGP,2020
715,Texas,Hardin,48,199,4586,6,HMGP,2021
716,Alabama,Randolph,1,111,4546,4,HMGP,2020
717,Delaware,Kent,10,1,4566,3,HMGP,2021
718,Pennsylvania,Delaware,42,45,4506,3,HMGP,2020
719,Florida,Volusia,12,127,4486,4,HMGP,2020
720,Louisiana,Plaquemines,22,75,4577,6,HMGP,2021
721,Texas,Limestone,48,293,4485,6,HMGP,2020
722,Texas,Dallas,48,113,4586,6,HMGP,2021
723,Wisconsin,Forest,55,41,4520,5,HMGP,2020
724,Mississippi,Sunflower,28,133,4598,4,HMGP,2021
725,Louisiana,Terrebonne,22,109,4577,6,HMGP,2021
726,Alabama,Bibb,1,7,4596,4,HMGP,2021
727,Puerto Rico,Jayuya,72,73,4339,2,HMGP,2017
728,Florida,Volusia,12,127,4486,4,HMGP,2020
741,New York,Wyoming,36,121,1467,2,HMGP,2003
742,Arkansas,Statewide,5,0,1450,6,HMGP,2003
743,Oklahoma,Custer,40,39,1401,6,HMGP,2002
744,California,Ventura,6,111,1498,9,HMGP,2004
745,North Carolina,Franklin,37,69,1448,4,HMGP,2003
746,Virginia,James City,51,95,1491,3,HMGP,2003
747,Texas,Jefferson,48,245,1624,6,HMGP,2006
748,Florida,Volusia,12,127,1539,4,HMGP,2004
749,Florida,Clay,12,19,1545,4,HMGP,2004
766,Puerto Rico,Arroyo,72,15,4473,2,HMGP,2020
767,Puerto Rico,Arroyo,72,15,4473,2,HMGP,2020
768,Kentucky,Powell,21,197,4428,4,HMGP,2019
769,Alabama,Randolph,1,111,4546,4,HMGP,2020
770,California,Santa Barbara,6,83,4344,9,HMGP,2018
771,Texas,Lubbock,48,303,4586,6,HMGP,2021
778,Kentucky,Statewide,21,0,1414,4,HMGP,2002
779,Federated States of Micronesia,Pohnpei,64,40,1427,9,HMGP,2002
780,North Carolina,Johnston,37,101,1448,4,HMGP,2003
781,Michigan,Ottawa,26,139,1346,5,HMGP,2001
782,California,Santa Barbara,6,83,1505,9,HMGP,2004
783,Arkansas,Craighead,5,31,1354,6,HMGP,2001
784,Michigan,Houghton,26,61,1413,5,HMGP,2002
785,Oklahoma,Woods,40,151,1401,6,HMGP,2002
786,Florida,DeSoto,12,27,1393,4,HMGP,2001
787,Oklahoma,Custer,40,39,1401,6,HMGP,2002
799,Virginia,Waynesboro (city),51,820,1491,3,HMGP,2003
800,Pennsylvania,Wyoming,42,131,1485,3,HMGP,2003
801,Alabama,Dale,1,45,1549,4,HMGP,2004
802,North Carolina,Pamlico,37,137,1448,4,HMGP,2003
803,Alaska,Fairbanks North Star,2,90,1440,10,HMGP,2003
804,Florida,Volusia,12,127,1545,4,HMGP,2004
805,California,Santa Barbara,6,83,1505,9,HMGP,2004
806,Texas,Dallas,48,113,4416,6,HMGP,2019
807,Florida,Franklin,12,37,4399,4,HMGP,2019
808,Idaho,Valley,16,85,4443,10,HMGP,2019
809,Illinois,Coles,17,29,4461,5,HMGP,2019
810,Puerto Rico,Arroyo,72,15,4473,2,HMGP,2020
811,Alabama,Lee,1,81,4419,4,HMGP,2019
812,Northern Mariana Islands,NORTHERN MARIANA ISLAN,69,10,4404,9,HMGP,2019
813,Alabama,Lee,1,81,4419,4,HMGP,2019
814,Mississippi,Sunflower,28,133,4536,4,HMGP,2020
815,Iowa,Statewide,19,0,4483,7,HMGP,2020
816,Iowa,Statewide,19,0,4483,7,HMGP,2020
817,Northern Mariana Islands,Saipan,69,110,4404,9,HMGP,2019
818,Iowa,Des Moines,19,57,4557,7,HMGP,2020
819,Puerto Rico,Toa Baja,72,137,4339,2,HMGP,2017
820,Kentucky,Statewide,21,0,4497,4,HMGP,2020
821,Florida,Broward,12,11,4486,4,HMGP,2020
822,Alabama,Bibb,1,7,4596,4,HMGP,2021
823,Iowa,Statewide,19,0,4642,7,HMGP,2022
824,Pennsylvania,Lancaster,42,71,4506,3,HMGP,2020
825,Arkansas,Greene,5,55,4518,6,HMGP,2020
826,Florida,Broward,12,11,1609,4,HMGP,2006
827,Florida,Broward,12,11,1609,4,HMGP,2006
828,Pennsylvania,Wyoming,42,131,1557,3,HMGP,2004
829,Mississippi,Jackson,28,59,1604,4,HMGP,2005
830,Texas,Jefferson,48,245,1606,6,HMGP,2005
831,Iowa,Statewide,19,0,1688,7,HMGP,2007
833,Texas,Chambers,48,71,4485,6,HMGP,2020
834,Texas,Tarrant,48,439,4485,6,HMGP,2020
835,California,Santa Clara,6,85,4619,9,HMGP,2021
836,Illinois,Bureau,17,11,4489,5,HMGP,2020
837,Iowa,Hardin,19,83,4642,7,HMGP,2022
838,Iowa,Muscatine,19,139,4642,7,HMGP,2022
839,Louisiana,Acadia,22,1,1603,6,HMGP,2005
840,Texas,Galveston,48,167,1791,6,HMGP,2008
841,Arkansas,Statewide,5,0,1793,6,HMGP,2008
842,Kentucky,Hardin,21,93,1818,4,HMGP,2009
843,Louisiana,Rapides,22,79,1786,6,HMGP,2008
844,Oklahoma,McClain,40,87,1876,6,HMGP,2010
845,Texas,Jefferson,48,245,1791,6,HMGP,2008
846,Missouri,St. Louis,29,189,1749,7,HMGP,2008
860,Colorado,Weld,8,123,5378,8,HMGP,2021
861,Texas,Dallas,48,113,4586,6,HMGP,2021
862,Nevada,Carson City,32,510,4523,9,HMGP,2020
863,Texas,Tarrant,48,439,4586,6,HMGP,2021
864,Texas,Tarrant,48,439,4586,6,HMGP,2021
865,Georgia,Candler,13,43,4501,4,HMGP,2020
866,Texas,Aransas,48,7,4485,6,HMGP,2020
867,Delaware,Kent,10,1,4526,3,HMGP,2020
868,California,Marin,6,41,4610,9,HMGP,2021
869,Georgia,Banks,13,11,4501,4,HMGP,2020
870,Delaware,Kent,10,1,4526,3,HMGP,2020
871,Texas,Karnes,48,255,4485,6,HMGP,2020
872,Texas,Galveston,48,167,4485,6,HMGP,2020
873,Texas,Hardin,48,199,4485,6,HMGP,2020
874,Texas,Jefferson,48,245,4485,6,HMGP,2020
875,South Carolina,Anderson,45,7,4492,4,HMGP,2020
876,South Dakota,Davison,46,35,1330,8,HMGP,2000
877,Florida,Volusia,12,127,1539,4,HMGP,2004
878,Puerto Rico,Bayamon,72,21,1501,2,HMGP,2004
879,Louisiana,Natchitoches,22,69,1437,6,HMGP,2003
880,California,San Luis Obispo,6,79,1505,9,HMGP,2004
881,North Carolina,Wake,37,183,1490,4,HMGP,2003
882,Alaska,Kenai Peninsula,2,122,1445,10,HMGP,2003
883,California,Ventura,6,111,1585,9,HMGP,2005
884,Alaska,Fairbanks North Star,2,90,1571,10,HMGP,2005
885,Mississippi,Jackson,28,59,1604,4,HMGP,2005
896,Massachusetts,Statewide,25,0,4496,1,HMGP,2020
897,Pennsylvania,Columbia,42,37,4618,3,HMGP,2021
898,Idaho,Teton,16,81,4534,10,HMGP,2020
899,Texas,Tarrant,48,439,4572,6,HMGP,2021
900,Alaska,Matanuska-Susitna,2,170,4585,10,HMGP,2021
901,Louisiana,Terrebonne,22,109,4611,6,HMGP,2021
902,Texas,Jefferson,48,245,4485,6,HMGP,2020
903,Texas,Hays,48,209,4485,6,HMGP,2020
904,Kentucky,Statewide,21,0,4630,4,HMGP,2022
905,Louisiana,Terrebonne,22,109,4611,6,HMGP,2021
906,California,El Dorado,6,17,5419,9,HMGP,2022
907,Missouri,Macon,29,121,4665,7,HMGP,2022
908,New Mexico,Valencia,35,61,5430,6,HMGP,2022
909,Texas,Hays,48,209,4705,6,HMGP,2023
920,Louisiana,Plaquemines,22,75,4611,6,HMGP,2021
921,Louisiana,Terrebonne,22,109,4611,6,HMGP,2021
922,Georgia,Tattnall,13,267,1761,4,HMGP,2008
923,Texas,Jefferson,48,245,1791,6,HMGP,2008
924,Alabama,Lawrence,1,79,1789,4,HMGP,2008
925,Texas,Galveston,48,167,1791,6,HMGP,2008
926,Florida,Clay,12,19,1545,4,HMGP,2004
927,Florida,Broward,12,11,1602,4,HMGP,2005
939,Missouri,Cass,29,37,4490,7,HMGP,2020
940,Texas,Smith,48,423,4586,6,HMGP,2021
941,Oregon,Grant,41,23,4599,10,HMGP,2021
942,Montana,Custer,30,17,5392,8,HMGP,2021
943,Texas,Dallas,48,113,4586,6,HMGP,2021
944,Texas,Aransas,48,7,4485,6,HMGP,2020
945,California,Nevada,6,57,4610,9,HMGP,2021
946,Florida,Broward,12,11,4486,4,HMGP,2020
947,Louisiana,Terrebonne,22,109,4611,6,HMGP,2021
948,Texas,Hardin,48,199,4485,6,HMGP,2020
949,Rhode Island,Providence,44,7,4505,1,HMGP,2020
950,California,El Dorado,6,17,4482,9,HMGP,2020
951,Arizona,Coconino,4,5,4620,9,HMGP,2021
952,Florida,Volusia,12,127,1545,4,HMGP,2004
953,Florida,Broward,12,11,1545,4,HMGP,2004
954,Northern Mariana Islands,Saipan,69,110,1611,9,HMGP,2006
955,Florida,Volusia,12,127,1545,4,HMGP,2004
956,Iowa,Black Hawk,19,13,1688,7,HMGP,2007
957,Louisiana,Terrebonne,22,109,1607,6,HMGP,2005
958,Alabama,Dale,1,45,1605,4,HMGP,2005
960,Massachusetts,Statewide,25,0,4651,1,HMGP,2022
961,Maryland,Dorchester,24,19,4491,3,HMGP,2020
962,Kentucky,Fayette,21,67,4630,4,HMGP,2022
963,Puerto Rico,Arroyo,72,15,4671,2,HMGP,2022
964,Mississippi,Wayne,28,153,1604,4,HMGP,2005
965,New Hampshire,Hillsborough,33,11,1812,1,HMGP,2009
966,Nebraska,Frontier,31,63,1674,7,HMGP,2007
967,Kansas,Ellsworth,20,53,1868,7,HMGP,2010
982,Texas,Galveston,48,167,1791,6,HMGP,2008
983,Massachusetts,Statewide,25,0,1895,1,HMGP,2010
984,New Hampshire,Statewide,33,0,1913,1,HMGP,2010
985,Illinois,Stark,17,175,1513,5,HMGP,2004
986,Mississippi,Jackson,28,59,1604,4,HMGP,2005
987,Florida,Volusia,12,127,1539,4,HMGP,2004
988,Florida,Broward,12,11,1545,4,HMGP,2004
989,Florida,Broward,12,11,1609,4,HMGP,2006
990,Florida,Broward,12,11,1602,4,HMGP,2005
991,Florida,Volusia,12,127,1539,4,HMGP,2004
996,California,Mendocino,6,45,4407,9,HMGP,2019
997,Puerto Rico,Aguada,72,3,4339,2,HMGP,2017
998,Idaho,Bonner,16,17,4589,10,HMGP,2021
999,Florida,Franklin,12,37,4399,4,HMGP,2019
1000,Mississippi,Clarke,28,23,4551,4,HMGP,2020
1018,Texas,Willacy,48,489,1624,6,HMGP,2006
1019,Louisiana,Rapides,22,79,1607,6,HMGP,2005
1020,Texas,Jefferson,48,245,1606,6,HMGP,2005
1021,Nebraska,York,31,185,1674,7,HMGP,2007
1022,Louisiana,Rapides,22,79,1603,6,HMGP,2005
1023,Florida,Broward,12,11,1609,4,HMGP,2006
1024,New York,Sullivan,36,105,1665,2,HMGP,2007
1025,Louisiana,St. Landry,22,97,1668,6,HMGP,2007
1026,Mississippi,Jackson,28,59,1604,4,HMGP,2005
1027,Florida,Volusia,12,127,1545,4,HMGP,2004
1028,Mississippi,Wayne,28,153,1794,4,HMGP,2008
1039,Texas,Falls,48,145,4586,6,HMGP,2021
1040,Texas,Galveston,48,167,4572,6,HMGP,2021
1041,Texas,Jefferson,48,245,4485,6,HMGP,2020
1042,Puerto Rico,Hatillo,72,65,4339,2,HMGP,2017
1043,Louisiana,Terrebonne,22,109,4611,6,HMGP,2021
1044,Mississippi,Clarke,28,23,4470,4,HMGP,2020
1045,Texas,Tarrant,48,439,5420,6,HMGP,2022
1046,Texas,Dallas,48,113,4705,6,HMGP,2023
1051,Alabama,Dale,1,45,1835,4,HMGP,2009
1052,Georgia,Chatham,13,51,1761,4,HMGP,2008
1053,Massachusetts,Middlesex,25,17,1813,1,HMGP,2009
1054,Texas,Limestone,48,293,1791,6,HMGP,2008
1055,Texas,Jefferson,48,245,1780,6,HMGP,2008
1056,Texas,Wichita,48,485,1780,6,HMGP,2008
1057,Georgia,Candler,13,43,1858,4,HMGP,2009
1058,Georgia,Wilcox,13,315,1858,4,HMGP,2009
1059,North Carolina,Wake,37,183,1871,4,HMGP,2010
1060,Tennessee,Maury,47,119,1909,4,HMGP,2010
1061,West Virginia,Berkeley,54,3,1838,3,HMGP,2009
1062,Texas,Dallas,48,113,1999,6,HMGP,2011
1063,Alabama,Lee,1,81,1971,4,HMGP,2011
1064,Pennsylvania,Columbia,42,37,4030,3,HMGP,2011
1065,Alabama,Tallapoosa,1,123,1971,4,HMGP,2011
1066,Alabama,Lee,1,81,1971,4,HMGP,2011
1067,Iowa,Statewide,19,0,1763,7,HMGP,2008
1073,California,Ventura,6,111,5189,9,HMGP,2017
1074,Alabama,Lee,1,81,4419,4,HMGP,2019
1075,Alabama,Lee,1,81,4419,4,HMGP,2019
1076,Florida,Broward,12,11,4337,4,HMGP,2017
1077,Texas,Galveston,48,167,4332,6,HMGP,2017
1078,New Mexico,Bernalillo,35,1,5184,6,HMGP,2017
1079,Kentucky,Hardin,21,93,4358,4,HMGP,2018
1080,Alabama,Lee,1,81,4419,4,HMGP,2019
1081,Alabama,Lee,1,81,4419,4,HMGP,2019
1082,California,El Dorado,6,17,4407,9,HMGP,2019
1083,Tennessee,Rutherford,47,149,4427,4,HMGP,2019
1084,Texas,Tarrant,48,439,4029,6,HMGP,2011
1085,New Mexico,Bernalillo,35,1,4148,6,HMGP,2013
1086,New Jersey,Middlesex,34,23,4086,2,HMGP,2013
1087,Rhode Island,Providence,44,7,4089,1,HMGP,2013
1088,Nebraska,Gage,31,67,4156,7,HMGP,2014
1089,New Jersey,Middlesex,34,23,4086,2,HMGP,2013
1090,South Carolina,Orangeburg,45,75,4166,4,HMGP,2014
1091,Vermont,Rutland,50,21,4022,1,HMGP,2011
1092,Iowa,Statewide,19,0,4119,7,HMGP,2013
1093,New Mexico,Sandoval,35,43,4148,6,HMGP,2013
1100,Kentucky,Fayette,21,67,1818,4,HMGP,2009
1101,Iowa,Statewide,19,0,1880,7,HMGP,2010
1102,Massachusetts,Middlesex,25,17,1813,1,HMGP,2009
1103,Texas,Chambers,48,71,1791,6,HMGP,2008
1104,Texas,Galveston,48,167,1791,6,HMGP,2008
1105,Tennessee,Cheatham,47,21,1909,4,HMGP,2010
1106,Arkansas,Statewide,5,0,1872,6,HMGP,2010
1107,Alabama,Bibb,1,7,1971,4,HMGP,2011
1108,Texas,Jefferson,48,245,1780,6,HMGP,2008
1109,Alabama,Lawrence,1,79,1866,4,HMGP,2010
1110,Iowa,Statewide,19,0,1930,7,HMGP,2010
1111,Oklahoma,McClain,40,87,1926,6,HMGP,2010
1112,North Carolina,Wake,37,183,1871,4,HMGP,2010
1113,Pennsylvania,Columbia,42,37,4030,3,HMGP,2011
1119,Alaska,Matanuska-Susitna,2,170,4413,10,HMGP,2019
1120,California,El Dorado,6,17,4407,9,HMGP,2019
1121,Florida,Clay,12,19,4337,4,HMGP,2017
1122,Florida,Broward,12,11,4337,4,HMGP,2017
1123,Kentucky,Statewide,21,0,4428,4,HMGP,2019
1124,Maryland,Calvert,24,9,4374,3,HMGP,2018
1125,Pennsylvania,Susquehanna,42,115,4408,3,HMGP,2019
1126,South Dakota,Minnehaha,46,99,4440,8,HMGP,2019
1135,Alabama,Lawrence,1,79,1971,4,HMGP,2011
1136,Alabama,Lee,1,81,1971,4,HMGP,2011
1137,Alabama,Lee,1,81,1971,4,HMGP,2011
1138,Iowa,Statewide,19,0,4018,7,HMGP,2011
1139,Missouri,Cape Girardeau,29,31,1980,7,HMGP,2011
1140,Louisiana,Terrebonne,22,109,4041,6,HMGP,2012
1141,Missouri,Miller,29,131,1980,7,HMGP,2011
1142,Oklahoma,McClain,40,87,1988,6,HMGP,2011
1143,Missouri,Miller,29,131,1980,7,HMGP,2011
1144,Alaska,Matanuska-Susitna,2,170,4667,10,HMGP,2022
1145,New York,Montgomery,36,57,4020,2,HMGP,2011
1146,Oklahoma,Custer,40,39,1985,6,HMGP,2011
1147,Vermont,Washington,50,23,4022,1,HMGP,2011
1148,Massachusetts,Middlesex,25,17,1895,1,HMGP,2010
1149,Vermont,Washington,50,23,4022,1,HMGP,2011
1150,New Mexico,Sandoval,35,43,4047,6,HMGP,2012
1151,California,Siskiyou,6,93,4142,9,HMGP,2013
1152,New Jersey,Middlesex,34,23,4086,2,HMGP,2013
1153,Kentucky,Statewide,21,0,4057,4,HMGP,2012
1154,North Carolina,Swain,37,173,4103,4,HMGP,2013
1155,Vermont,Washington,50,23,4163,1,HMGP,2014
1156,Oregon,Grant,41,23,5102,10,HMGP,2015
1157,Arizona,Apache,4,1,1888,9,HMGP,2010
1158,Rhode Island,Providence,44,7,1894,1,HMGP,2010
1159,Texas,Falls,48,145,1791,6,HMGP,2008
1160,Louisiana,Acadia,22,1,1786,6,HMGP,2008
1161,Alaska,Kenai Peninsula,2,122,1865,10,HMGP,2010
1162,Kentucky,Madison,21,151,1925,4,HMGP,2010
1163,Alabama,Tallapoosa,1,123,1971,4,HMGP,2011
1164,Georgia,Dade,13,83,1973,4,HMGP,2011
1165,New York,Wyoming,36,121,1943,2,HMGP,2011
1166,Vermont,Rutland,50,21,4022,1,HMGP,2011
1167,Alabama,Jackson,1,71,1971,4,HMGP,2011
1172,Alabama,Lee,1,81,4419,4,HMGP,2019
1173,Florida,Volusia,12,127,4337,4,HMGP,2017
1174,Texas,Washington,48,477,4332,6,HMGP,2017
1175,Georgia,Chatham,13,51,4400,4,HMGP,2019
1176,Louisiana,Terrebonne,22,109,4611,6,HMGP,2021
1177,North Dakota,Cass,38,17,4660,8,HMGP,2022
1178,Louisiana,Terrebonne,22,109,4611,6,HMGP,2021
1179,Louisiana,Terrebonne,22,109,4611,6,HMGP,2021
1180,Alabama,Lee,1,81,4503,4,HMGP,2020
1181,Kentucky,Madison,21,151,4595,4,HMGP,2021
1182,Texas,Hays,48,209,4485,6,HMGP,2020
1183,Virginia,Waynesboro (city),51,820,4644,3,HMGP,2022
1184,California,Santa Barbara,6,83,4610,9,HMGP,2021
1185,California,Mendocino,6,45,4683,9,HMGP,2023
1186,California,San Luis Obispo,6,79,4683,9,HMGP,2023
1187,Florida,Franklin,12,37,4068,4,HMGP,2012
1188,Louisiana,Plaquemines,22,75,1786,6,HMGP,2008
1189,New Hampshire,Statewide,33,0,4026,1,HMGP,2011
1190,Kentucky,Statewide,21,0,4008,4,HMGP,2011
1191,Rhode Island,Providence,44,7,4027,1,HMGP,2011
1192,Louisiana,Terrebonne,22,109,4080,6,HMGP,2012
1193,Florida,Franklin,12,37,4068,4,HMGP,2012
1194,Colorado,Weld,8,123,4145,8,HMGP,2013
1201,Rhode Island,Providence,44,7,4027,1,HMGP,2011
1202,Iowa,Clarke,19,39,1930,7,HMGP,2010
1203,Alabama,Lee,1,81,1971,4,HMGP,2011
1204,New Mexico,Statewide,35,0,4047,6,HMGP,2012
1205,Minnesota,Marshall,27,89,4069,5,HMGP,2012
1206,Montana,Custer,30,17,4074,8,HMGP,2012
1207,Virginia,Alexandria (city),51,510,4042,3,HMGP,2012
1208,Rhode Island,Providence,44,7,4089,1,HMGP,2013
1209,Texas,Galveston,48,167,4136,6,HMGP,2013
1210,New Jersey,Middlesex,34,23,4086,2,HMGP,2013
1211,North Carolina,Swain,37,173,4103,4,HMGP,2013
1212,Massachusetts,Statewide,25,0,4110,1,HMGP,2013
1213,Iowa,Statewide,19,0,4187,7,HMGP,2014
1214,Texas,Karnes,48,255,4223,6,HMGP,2015
1215,Texas,Maverick,48,323,4223,6,HMGP,2015
1216,Texas,Falls,48,145,4223,6,HMGP,2015
1218,Alabama,Randolph,1,111,4546,4,HMGP,2020
1219,Alabama,Bibb,1,7,4596,4,HMGP,2021
1220,Puerto Rico,Aguas Buenas,72,7,4339,2,HMGP,2017
1221,Texas,Freestone,48,161,4485,6,HMGP,2020
1222,Virginia,Halifax,51,83,4512,3,HMGP,2020
1223,California,Marin,6,41,4619,9,HMGP,2021
1224,Texas,Chambers,48,71,4485,6,HMGP,2020
1225,Michigan,Houghton,26,61,4494,5,HMGP,2020
1226,Texas,Galveston,48,167,4485,6,HMGP,2020
1227,Florida,Clay,12,19,4337,4,HMGP,2017
1228,Florida,Hardee,12,49,4337,4,HMGP,2017
1229,Alabama,Lawrence,1,79,1971,4,HMGP,2011
1230,South Dakota,Jones,46,75,1984,8,HMGP,2011
1231,Nebraska,Gage,31,67,4013,7,HMGP,2011
1232,Alabama,Jackson,1,71,1971,4,HMGP,2011
1233,Texas,Tarrant,48,439,1999,6,HMGP,2011
1234,Iowa,Statewide,19,0,4119,7,HMGP,2013
1235,Vermont,Rutland,50,21,4022,1,HMGP,2011
1270,California,Santa Barbara,6,83,4382,9,HMGP,2018
1271,Texas,Jefferson,48,245,4454,6,HMGP,2019
1272,Mississippi,Clarke,28,23,4470,4,HMGP,2020
1273,Florida,Flagler,12,35,4399,4,HMGP,2019
1274,New York,Montgomery,36,57,4472,2,HMGP,2020
1275,California,El Dorado,6,17,5380,9,HMGP,2021
1276,Washington,Spokane,53,63,5320,10,HMGP,2020
1277,West Virginia,Brooke,54,9,4273,3,HMGP,2016
1278,California,Mendocino,6,45,4558,9,HMGP,2020
1279,Puerto Rico,Arroyo,72,15,4339,2,HMGP,2017
1280,Texas,Jeff Davis,48,243,4586,6,HMGP,2021
1281,Mississippi,Marion,28,91,4478,4,HMGP,2020
1288,Alabama,Jackson,1,71,1971,4,HMGP,2011
1289,Iowa,Jones,19,105,1930,7,HMGP,2010
1290,Vermont,Rutland,50,21,4022,1,HMGP,2011
1291,South Dakota,Sanborn,46,111,1984,8,HMGP,2011
1292,Arizona,Coconino,4,5,1950,9,HMGP,2011
1293,New Jersey,Cumberland,34,11,1867,2,HMGP,2010
1294,Illinois,Stark,17,175,4116,5,HMGP,2013
1295,Texas,Galveston,48,167,1999,6,HMGP,2011
1296,Alaska,Kenai Peninsula,2,122,4050,10,HMGP,2012
1297,Alabama,Randolph,1,111,1971,4,HMGP,2011
1298,Missouri,Cape Girardeau,29,31,1980,7,HMGP,2011
1299,New York,Wyoming,36,121,1943,2,HMGP,2011
1309,Vermont,Rutland,50,21,4330,1,HMGP,2017
1310,Florida,Broward,12,11,4337,4,HMGP,2017
1311,Puerto Rico,Arroyo,72,15,4339,2,HMGP,2017
1312,South Dakota,Minnehaha,46,99,4463,8,HMGP,2019
1313,Texas,Jefferson,48,245,4466,6,HMGP,2020
1314,California,Ventura,6,111,4558,9,HMGP,2020
1315,Alabama,Randolph,1,111,4546,4,HMGP,2020
1316,California,El Dorado,6,17,4558,9,HMGP,2020
1317,Texas,Jefferson,48,245,4586,6,HMGP,2021
1318,Vermont,Rutland,50,21,4022,1,HMGP,2011
1319,Texas,Tarrant,48,439,4245,6,HMGP,2016
1320,Pennsylvania,Columbia,42,37,4267,3,HMGP,2016
1321,Vermont,Washington,50,23,4232,1,HMGP,2015
1322,Oklahoma,Ottawa,40,115,4256,6,HMGP,2016
1323,Mississippi,Jackson,28,59,4268,4,HMGP,2016
1324,Georgia,Bibb,13,21,4284,4,HMGP,2017
1325,Louisiana,Avoyelles,22,9,4277,6,HMGP,2016
1326,Texas,Aransas,48,7,4332,6,HMGP,2017
1327,New Jersey,Middlesex,34,23,4086,2,HMGP,2013
1328,North Carolina,Wake,37,183,4167,4,HMGP,2014
1329,Mississippi,Clarke,28,23,4175,4,HMGP,2014
1339,New Mexico,Statewide,35,0,4199,6,HMGP,2015
1340,Vermont,Washington,50,23,4163,1,HMGP,2014
1352,South Dakota,Davison,46,35,4440,8,HMGP,2019
1353,Florida,Franklin,12,37,4399,4,HMGP,2019
1354,Alabama,Lee,1,81,4419,4,HMGP,2019
1355,Michigan,Houghton,26,61,4381,5,HMGP,2018
1356,Alabama,Lee,1,81,4419,4,HMGP,2019
1357,Florida,Franklin,12,37,4399,4,HMGP,2019
1358,North Carolina,Pamlico,37,137,4465,4,HMGP,2020
1359,Arizona,Coconino,4,5,5284,9,HMGP,2019
1360,Texas,Jefferson,48,245,4466,6,HMGP,2020
1361,Puerto Rico,Arroyo,72,15,4473,2,HMGP,2020
1362,Puerto Rico,Arroyo,72,15,4473,2,HMGP,2020
1363,North Carolina,Wake,37,183,4543,4,HMGP,2020
1364,South Dakota,Minnehaha,46,99,4440,8,HMGP,2019
1365,Northern Mariana Islands,Saipan,69,110,4404,9,HMGP,2019
1366,Iowa,Buena Vista,19,21,4421,7,HMGP,2019
1367,Wisconsin,Florence,55,37,4520,5,HMGP,2020
1368,Texas,Jefferson,48,245,4586,6,HMGP,2021
1369,South Dakota,Brookings,46,11,4115,8,HMGP,2013
1370,Mississippi,Adams,28,1,4081,4,HMGP,2012
1371,Massachusetts,Statewide,25,0,4110,1,HMGP,2013
1372,Kentucky,Pendleton,21,191,4057,4,HMGP,2012
1373,Iowa,Statewide,19,0,4114,7,HMGP,2013
1374,Minnesota,Fillmore,27,45,4182,5,HMGP,2014
1375,Vermont,Rutland,50,21,4022,1,HMGP,2011
1376,Massachusetts,Statewide,25,0,4214,1,HMGP,2015
1377,Oklahoma,Custer,40,39,4164,6,HMGP,2014
1378,New York,Schenectady,36,93,4031,2,HMGP,2011
1406,Florida,Broward,12,11,4337,4,HMGP,2017
1407,Alabama,Lee,1,81,4419,4,HMGP,2019
1408,California,Santa Barbara,6,83,4431,9,HMGP,2019
1409,Texas,Jefferson,48,245,4466,6,HMGP,2020
1410,South Dakota,Brookings,46,11,4467,8,HMGP,2020
1411,South Dakota,Minnehaha,46,99,4440,8,HMGP,2019
1412,Louisiana,Natchitoches,22,69,4559,6,HMGP,2020
1413,Iowa,Statewide,19,0,4557,7,HMGP,2020
1414,Alabama,Jackson,1,71,4563,4,HMGP,2020
1415,North Carolina,Swain,37,173,4103,4,HMGP,2013
1416,Maryland,Dorchester,24,19,4170,3,HMGP,2014
1417,Iowa,Buena Vista,19,21,4114,7,HMGP,2013
1418,Nebraska,Douglas,31,55,4013,7,HMGP,2011
1419,New Jersey,Middlesex,34,23,4086,2,HMGP,2013
1449,Texas,Jefferson,48,245,1791,6,HMGP,2008
1450,Texas,Galveston,48,167,1791,6,HMGP,2008
1451,Washington,Skagit,53,57,1817,10,HMGP,2009
1452,Kentucky,Hardin,21,93,1818,4,HMGP,2009
1453,Missouri,Ste. Genevieve,29,186,1749,7,HMGP,2008
1454,Texas,Jefferson,48,245,1780,6,HMGP,2008
1455,Iowa,Black Hawk,19,13,1763,7,HMGP,2008
1456,Louisiana,Terrebonne,22,109,1786,6,HMGP,2008
1457,Vermont,Washington,50,23,4022,1,HMGP,2011
1458,Louisiana,Plaquemines,22,75,1603,6,HMGP,2005
1459,Colorado,Weld,8,123,4145,8,HMGP,2013
1460,Vermont,Washington,50,23,4022,1,HMGP,2011
1461,Oklahoma,Custer,40,39,4109,6,HMGP,2013
1462,North Carolina,Swain,37,173,4103,4,HMGP,2013
1463,Massachusetts,Middlesex,25,17,1895,1,HMGP,2010
1464,Nebraska,Gage,31,67,4156,7,HMGP,2014
1465,South Carolina,Dorchester,45,35,4166,4,HMGP,2014
1466,South Dakota,Sanborn,46,111,4115,8,HMGP,2013
1467,Nebraska,Adams,31,1,4183,7,HMGP,2014
1468,Colorado,Weld,8,123,4145,8,HMGP,2013
1469,South Carolina,Orangeburg,45,75,4166,4,HMGP,2014
1470,Kentucky,Statewide,21,0,4239,4,HMGP,2015
1471,Georgia,Greene,13,133,4259,4,HMGP,2016
1472,Pennsylvania,Columbia,42,37,4292,3,HMGP,2017
