state,FederalFunding,benefitCostRatio,ProjectTimeline(in months),ZoneRiskLevel
Oklahoma,81783.75,13.11,40.0,High
West Virginia,76650.0,0.0,13.0,Moderate
New York,317367.0,0.0,28.0,High
Tennessee,13996.0,0.0,35.0,Moderate
Georgia,22500.0,0.0,32.0,High
Missouri,887757.0,1.59,25.0,High
Florida,453703.53,3.03,48.0,High
California,265185.92,1.45,89.0,High
North Dakota,1790454.0,2.17,41.0,High
Florida,24631.0,7.61,25.0,High
Alabama,6908.0,1.37,121.0,High
Iowa,422620.0,1.29,47.0,High
New York,22792.0,0.0,177.0,High
Alabama,52902.29,4.46,124.0,High
Kentucky,158697.06,1.43,82.0,High
New Jersey,524476.0,1.62,66.0,High
Georgia,21000.0,0.0,46.0,High
Mississippi,24962.0,0.0,35.0,High
Texas,3006999.0,0.0,58.0,High
Georgia,77175.0,0.9,27.0,High
North Dakota,15000.0,0.0,32.0,High
Kansas,32730.0,0.0,39.0,High
Idaho,25559.78,1.54,35.0,Low
Oklahoma,7500.0,0.0,27.0,High
Oklahoma,1500.0,0.0,71.0,High
California,2657.0,0.0,55.0,High
Alaska,467103.0,1.86,46.0,Low
Ohio,69026.52,1.0,36.0,Moderate
South Dakota,168242.0,1.29,41.0,High
Oklahoma,1500.0,0.0,55.0,High
Texas,149976.74,1.36,54.0,High
Texas,35420.0,1.32,54.0,High
Pennsylvania,27126.0,0.0,50.0,High
Ohio,41996.36,1.16,26.0,Moderate
California,35973.82,7.4,154.0,High
Indiana,187618.0,4.11,82.0,Low
Maryland,967305.0,1.29,227.0,Moderate
Florida,28287.0,48.5,39.0,High
South Carolina,109848.75,4.39,26.0,Moderate
Florida,771152.0,11.37,61.0,High
Oklahoma,12375.0,0.0,25.0,High
Florida,482042.22,1.03,27.0,High
Mississippi,6096275.0,0.0,109.0,High
Florida,167211.0,1.84,44.0,High
Vermont,1864690.75,1.62,111.0,Moderate
North Dakota,458207.0,1.49,20.0,High
Puerto Rico,418020.0,3.55,62.0,Moderate
Ohio,1066866.0,1.9,56.0,Moderate
Kansas,87976.0,0.0,10.0,High
Tennessee,156311.19,6.59,69.0,Moderate
West Virginia,263700.0,1.49,68.0,Moderate
Pennsylvania,28506.0,0.0,38.0,High
Arizona,11966.84,0.0,39.0,Low
Pennsylvania,327327.0,0.0,0.0,High
Kansas,18858.0,0.0,47.0,High
California,0.0,2.02,19.0,High
Iowa,5250.0,0.0,40.0,High
Alabama,59760.0,1.37,82.0,High
Florida,46921.0,0.0,21.0,High
Arkansas,105600.0,0.0,75.0,Moderate
Florida,388467.0,1.55,74.0,High
Vermont,72435.87,1.08,91.0,Moderate
South Carolina,53224.5,19.99,64.0,Moderate
Vermont,0.0,0.0,67.0,Moderate
North Carolina,1934100.08,2.02,72.0,High
New Jersey,2161039.5,0.1,45.0,High
Georgia,15556.0,0.0,51.0,High
North Carolina,7500.0,0.0,20.0,High
Oregon,1696205.08,1.32,71.0,Moderate
Florida,101123.0,1.37,55.0,High
Texas,13013.0,0.0,88.0,High
Mississippi,84671.0,1.8,25.0,High
Nebraska,51997.0,5.57,39.0,High
Iowa,6392029.0,1.13,65.0,High
Texas,879895.18,1.35,61.0,High
Illinois,1141091.0,2.18,66.0,Moderate
Illinois,7063521.0,50.28,73.0,Moderate
Iowa,51975.0,15.43,29.0,High
Alabama,7223.0,0.0,75.0,High
Maine,15000.0,0.0,14.0,Low
South Carolina,30000.0,0.0,51.0,Moderate
New York,30000.0,2.07,83.0,High
Washington,18612.0,0.0,39.0,High
Minnesota,153975.0,0.0,24.0,Moderate
Puerto Rico,1112054.0,0.0,53.0,Moderate
Guam,34072.0,5.73,110.0,Low
Maine,14013.21,0.0,66.0,Low
New Mexico,25730.35,0.0,66.0,Low
Washington,1019936.0,5.53,2.0,High
Georgia,19064.0,0.0,29.0,High
Wisconsin,1230.0,2.39,3.0,Moderate
Colorado,1559968.86,4.61,80.0,Moderate
North Carolina,473617.0,2.7,56.0,High
Louisiana,200722.18,4.43,153.0,High
Missouri,301500.0,1.25,42.0,High
Oklahoma,15956.66,0.0,86.0,High
Virginia,664951.0,1.12,58.0,Moderate
Alabama,19228.0,1.37,94.0,High
Texas,1101600.0,0.6,86.0,High
Florida,91733.0,1.91,38.0,High
Oklahoma,5625.0,0.0,95.0,High
Oklahoma,11713.44,0.0,50.0,High
Florida,17547.0,8.08,24.0,High
Alabama,84827.0,4.04,14.0,High
Oklahoma,1008.0,0.0,80.0,High
New Mexico,42913.04,0.0,83.0,Low
Kentucky,95427.0,3.69,19.0,High
Illinois,150000.0,1.0,45.0,Moderate
Tennessee,504264.0,0.0,36.0,Moderate
Florida,977276.0,2.27,43.0,High
Minnesota,1022973.0,0.0,60.0,Moderate
New Jersey,4568863.0,1.02,64.0,High
Colorado,825000.0,1.62,41.0,Moderate
Kentucky,85985.0,0.0,19.0,High
Alabama,174872.01,3.86,79.0,High
Florida,13799.0,2.29,40.0,High
Georgia,99794.81,5.98,112.0,High
Tennessee,154919.0,4.26,38.0,Moderate
Florida,116059.5,1.92,43.0,High
Florida,13051.0,3.87,40.0,High
Indiana,100138.0,0.0,74.0,Low
Indiana,73223.0,0.0,68.0,Low
Oklahoma,7932.0,0.0,71.0,High
Louisiana,594535.0,1.69,72.0,High
Kansas,199811.0,2.17,41.0,High
Minnesota,5336.0,0.0,39.0,Moderate
Georgia,18000.0,0.0,34.0,High
Louisiana,249590.25,1.47,60.0,High
Texas,7860.0,9.84,56.0,High
Alaska,7474.0,0.0,27.0,Low
Kansas,619158.0,3.43,40.0,High
Connecticut,197438.0,7.87,56.0,Moderate
South Carolina,12304.0,0.0,32.0,Moderate
North Carolina,220131.33,1.16,56.0,High
Louisiana,2625940.43,1.65,107.0,High
Florida,162382.5,1.01,21.0,High
New Jersey,74386.05,2.41,93.0,High
Florida,12614.0,1.18,41.0,High
Missouri,900000.0,2.38,39.0,High
Iowa,640062.0,1.1,63.0,High
Kansas,18750.0,0.0,32.0,High
Tennessee,214631.0,0.0,31.0,Moderate
Florida,24311.0,2.66,64.0,High
Nebraska,2072.0,0.0,38.0,High
Washington,280000.0,12.83,46.0,High
Alabama,53624.0,1.84,91.0,High
New Jersey,0.0,2.38,91.0,High
New Hampshire,500393.0,1.03,57.0,Moderate
North Carolina,0.0,1.28,21.0,High
New York,16377.0,0.0,82.0,High
Pennsylvania,287316.0,1.09,48.0,High
Alabama,32626.0,1.37,96.0,High
Florida,1433549.0,2.69,50.0,High
Vermont,34280.0,1.0,83.0,Moderate
Minnesota,292677.0,0.0,27.0,Moderate
California,66626.0,0.0,25.0,High
Florida,411945.48,2.39,44.0,High
Nebraska,33083.0,0.0,16.0,High
Florida,295266.0,1.42,41.0,High
Alabama,32380.0,1.37,96.0,High
Iowa,598983.0,3.73,47.0,High
New York,10979422.0,0.0,162.0,High
Michigan,15000.0,0.0,45.0,Moderate
Texas,23085.59,0.0,74.0,High
Connecticut,0.0,4.75,13.0,Moderate
Louisiana,2520781.0,1.17,129.0,High
Oklahoma,298449.22,1.54,63.0,High
Mississippi,0.0,0.0,12.0,High
West Virginia,3184.0,0.0,35.0,Moderate
Guam,83987.0,6.62,111.0,Low
Georgia,11983.0,0.0,55.0,High
Pennsylvania,1867349.7,0.0,81.0,High
Connecticut,151509.0,0.0,24.0,Moderate
West Virginia,390666.0,1.0,36.0,Moderate
Minnesota,40001.0,0.0,65.0,Moderate
Alabama,112140.0,3.04,108.0,High
Florida,107626.0,5.01,50.0,High
Nevada,247791.75,12.35,38.0,Low
Tennessee,2023950.0,1.93,59.0,Moderate
Washington,45000.0,0.0,98.0,High
Texas,347597.29,1.69,104.0,High
Maryland,74854.0,0.0,23.0,Moderate
Louisiana,139831.2,1.35,98.0,High
Florida,921821.0,1.19,69.0,High
Florida,78537.0,1.79,32.0,High
New Hampshire,44631.72,0.0,67.0,Moderate
Georgia,19500.0,0.0,44.0,High
Louisiana,65000.0,0.0,62.0,High
Illinois,2664113.0,1.04,69.0,Moderate
Florida,394664.4,11.64,48.0,High
North Carolina,32610.0,0.0,60.0,High
Louisiana,127200.0,1.3,95.0,High
Mississippi,18713.0,0.0,17.0,High
Washington,0.0,1.06,66.0,High
Arkansas,98169.95,1.98,43.0,Moderate
Louisiana,1017592.0,1.47,164.0,High
Kansas,18750.0,0.0,40.0,High
New Jersey,525509.68,3.45,45.0,High
Louisiana,125657.0,2.1,17.0,High
Arkansas,544600.0,1.0,50.0,Moderate
California,0.0,8.13,185.0,High
Alabama,62308.0,7.16,90.0,High
Nebraska,24047.5,0.0,14.0,High
South Dakota,16204.0,2.53,45.0,High
Iowa,1962281.0,1.14,72.0,High
Florida,463536.0,0.0,101.0,High
Florida,220097.0,7.41,41.0,High
Virginia,78151.0,0.0,-32.0,Moderate
South Carolina,619522.0,1.83,27.0,Moderate
Nebraska,9000.0,0.0,13.0,High
California,3360791.45,5.16,74.0,High
Alabama,21458.96,1.37,125.0,High
Kansas,133790.0,0.0,64.0,High
Texas,162276.18,1.97,63.0,High
Kansas,288578.0,1.55,25.0,High
Michigan,112500.0,1.31,75.0,Moderate
Nebraska,55913.0,1.35,33.0,High
Florida,213074.1,0.0,26.0,High
Ohio,89608.5,0.0,30.0,Moderate
Iowa,15018.0,0.0,15.0,High
Georgia,20625.0,0.0,55.0,High
South Dakota,6000.0,0.0,12.0,High
Louisiana,48862.0,1.51,80.0,High
Oklahoma,20000.0,0.0,73.0,High
Oklahoma,72000.0,0.0,63.0,High
Pennsylvania,663056.0,0.0,47.0,High
Alabama,64586.21,3.95,114.0,High
South Carolina,310236.87,8.42,49.0,Moderate
Pennsylvania,231067.0,1.0,19.0,High
Rhode Island,35250.0,0.0,55.0,Low
North Carolina,130640.75,3.28,47.0,High
Kentucky,30356.0,0.0,18.0,High
Alabama,20207.0,1.39,25.0,High
Florida,29810.0,1.95,39.0,High
West Virginia,38819.83,7.56,27.0,Moderate
Oklahoma,6171.0,0.0,61.0,High
Illinois,230955.0,0.0,69.0,Moderate
Federated States of Micronesia,6421.0,3.99,115.0,Low
Alabama,69713.0,1.37,99.0,High
Indiana,56870.0,0.0,65.0,Low
Texas,46872.99,0.0,76.0,High
Alabama,37766.0,1.37,81.0,High
California,172799.85,0.0,47.0,High
Oklahoma,18562.5,0.0,54.0,High
American Samoa,45331.0,5.35,121.0,Low
Alabama,33993.02,0.0,88.0,High
Nebraska,105000.0,0.0,66.0,High
South Dakota,128708.0,0.0,20.0,High
Florida,121822.0,1.05,38.0,High
Nebraska,40050.0,0.0,39.0,High
Texas,247804.0,2.4,94.0,High
Minnesota,613449.0,1.01,89.0,Moderate
New Jersey,2763900.0,1.1,120.0,High
Vermont,0.0,1.32,39.0,Moderate
Alabama,176522.0,1.36,47.0,High
Kansas,8200299.0,2.17,63.0,High
South Dakota,263487.0,1.74,41.0,High
Pennsylvania,553652.27,1.0,28.0,High
South Dakota,14513.0,0.0,31.0,High
Missouri,97108.49,0.0,20.0,High
Maryland,24920.0,1.0,12.0,Moderate
Alabama,11513.0,0.0,15.0,High
Florida,847393.0,2.78,28.0,High
Oklahoma,0.0,0.0,32.0,High
Oklahoma,185265.0,0.0,57.0,High
Iowa,73009.0,0.0,50.0,High
New Jersey,8370.0,1.35,44.0,High
New Jersey,75000.0,1.01,23.0,High
Alabama,15466.0,0.0,55.0,High
Illinois,24910.0,0.0,103.0,Moderate
Missouri,39696.0,0.0,43.0,High
New Jersey,33303.0,1.23,26.0,High
South Dakota,2781.0,2.21,28.0,High
North Dakota,21000.0,0.0,39.0,High
Florida,459780.0,1.69,11.0,High
Louisiana,26250.0,0.0,44.0,High
Louisiana,49995.0,0.0,35.0,High
Mississippi,60805.0,0.0,23.0,High
Alabama,12000.0,1.37,91.0,High
Minnesota,29250.0,0.0,31.0,Moderate
Nebraska,57768.0,0.0,22.0,High
Alabama,1547152.0,3.4,39.0,High
Oklahoma,1800.0,0.0,72.0,High
New York,0.0,1.13,10.0,High
Texas,2702434.8,1.05,78.0,High
South Carolina,38587.5,4.81,40.0,Moderate
Minnesota,130913.0,4.82,18.0,Moderate
Florida,277505.0,0.13,32.0,High
Vermont,337500.0,3.05,111.0,Moderate
Illinois,47169.0,0.0,69.0,Moderate
Minnesota,356966.0,1.5,71.0,Moderate
New York,582132.0,0.0,30.0,High
Missouri,1150410.0,1.59,36.0,High
Mississippi,219205.0,0.0,62.0,High
Missouri,1626664.0,4.12,36.0,High
Tennessee,68766.0,0.0,29.0,Moderate
South Dakota,66425.0,1.91,26.0,High
Kansas,337057.0,7.63,33.0,High
North Dakota,125043.0,8.71,49.0,High
Washington,56175.0,3.52,20.0,High
Florida,188081.25,1.16,29.0,High
Vermont,56147.0,1.05,115.0,Moderate
Tennessee,13707.0,0.0,16.0,Moderate
West Virginia,46350.0,0.0,43.0,Moderate
South Carolina,33730.0,0.0,24.0,Moderate
Minnesota,379488.19,4.58,49.0,Moderate
Florida,25415.0,1.1,38.0,High
North Carolina,329536.0,0.0,45.0,High
Mississippi,21257.0,0.0,18.0,High
Oklahoma,212708.32,1.43,56.0,High
Michigan,634823.0,1.07,78.0,Moderate
Pennsylvania,98093.0,1.58,39.0,High
Wisconsin,11177.25,0.0,39.0,Moderate
Vermont,30273.0,1.14,16.0,Moderate
Washington,15885.0,0.0,63.0,High
New York,14375.0,1.77,21.0,High
South Dakota,7500.0,0.0,20.0,High
Georgia,13047.0,0.0,26.0,High
North Dakota,46212.0,0.0,44.0,High
Colorado,41453.0,0.0,48.0,Moderate
Louisiana,7076346.51,2.16,149.0,High
Florida,425216.0,1.01,44.0,High
New Jersey,125275.0,14.05,43.0,High
Puerto Rico,21000.0,0.0,38.0,Moderate
Illinois,1184250.0,52.4,48.0,Moderate
Iowa,256060.0,5.72,38.0,High
Washington,680082.0,1.12,69.0,High
California,294289.44,3.47,35.0,High
Michigan,25632.0,1.27,32.0,Moderate
Michigan,63823.85,1.37,63.0,Moderate
South Carolina,54234.0,3.95,28.0,Moderate
Alabama,4749.75,0.0,3.0,High
Iowa,344003.0,1.02,38.0,High
Oklahoma,155180.75,9.18,39.0,High
New Jersey,290050.0,1.1,90.0,High
Texas,66488.0,0.0,102.0,High
Nebraska,4125.0,0.0,22.0,High
Kansas,25277.98,0.0,8.0,High
Florida,69938.0,3.75,92.0,High
North Dakota,16871.0,0.0,30.0,High
Kansas,33750.0,0.0,47.0,High
Tennessee,94110.0,4.6,44.0,Moderate
Illinois,48679.73,0.0,54.0,Moderate
Northern Mariana Islands,3408.0,7.87,123.0,Low
Vermont,7645.78,0.0,76.0,Moderate
Maine,10275.0,1.59,17.0,Low
Oklahoma,6236.0,0.0,68.0,High
Vermont,863.76,0.0,45.0,Moderate
Massachusetts,47144.0,3.11,29.0,Moderate
Florida,138730.5,1.63,27.0,High
Louisiana,563267.0,1.42,107.0,High
Georgia,6064354.0,0.0,80.0,High
Virgin Islands of the U.S.,37700.0,1.52,26.0,Low
Pennsylvania,990104.0,1.07,-17.0,High
New York,25720.0,0.0,114.0,High
Alabama,143588.0,3.84,30.0,High
South Dakota,7500.0,0.0,28.0,High
Alabama,22288.0,0.0,13.0,High
Texas,533287.47,0.0,51.0,High
Georgia,7200.0,0.0,44.0,High
Ohio,433904.0,1.29,34.0,Moderate
Tennessee,230250.0,1.59,61.0,Moderate
Alabama,47844.0,1.37,96.0,High
Mississippi,535467.0,0.0,78.0,High
Illinois,0.0,1.19,46.0,Moderate
Florida,355825.4,1.17,36.0,High
Missouri,1390300.0,2.0,30.0,High
Arkansas,1065146.0,3.28,33.0,Moderate
Virginia,231882.0,1.05,0.0,Moderate
Mississippi,32628.0,0.0,35.0,High
Kansas,37500.0,0.0,27.0,High
Oklahoma,5250.0,0.0,58.0,High
North Carolina,53520.99,1.9,72.0,High
Georgia,23923.0,0.0,28.0,High
Vermont,56364.0,1.15,50.0,Moderate
Kentucky,34633.0,0.0,72.0,High
South Dakota,99733.13,0.0,47.0,High
North Dakota,626929.58,1.85,29.0,High
Kansas,12502.0,0.0,9.0,High
Washington,348750.0,0.0,29.0,High
Missouri,27138.51,0.0,19.0,High
New York,182571.0,1.14,90.0,High
Louisiana,738567.0,1.14,82.0,High
Iowa,22500.0,0.0,35.0,High
Louisiana,146260.0,1.12,88.0,High
Virginia,86250.0,0.0,29.0,Moderate
Louisiana,1130273.56,1.08,101.0,High
Kentucky,101165.0,7.33,64.0,High
Texas,33750.0,2.29,89.0,High
New Jersey,127746.0,0.0,77.0,High
Indiana,549656.0,12.36,70.0,Low
Rhode Island,15000.0,0.0,36.0,Low
Georgia,2101837.5,7.87,44.0,High
Nevada,22872.0,0.0,8.0,Low
Louisiana,102900.0,2.31,106.0,High
Missouri,1458000.0,3.15,29.0,High
Guam,845663.0,3.94,120.0,Low
Georgia,18000.0,0.0,34.0,High
Vermont,0.0,1.13,30.0,Moderate
Florida,119051.0,1.24,52.0,High
Oklahoma,46875.0,0.0,39.0,High
Ohio,353800.0,1.18,38.0,Moderate
Vermont,38339.25,1.13,86.0,Moderate
New York,2721695.0,0.0,45.0,High
West Virginia,982912.5,9.33,0.0,Moderate
Pennsylvania,425316.0,0.0,62.0,High
Kansas,306938.14,1.75,21.0,High
New Jersey,97275.63,0.0,130.0,High
Washington,97816.0,3.07,0.0,High
Maryland,158108.25,1.15,47.0,Moderate
New York,51203.0,0.0,72.0,High
Vermont,84934.69,3.86,28.0,Moderate
Puerto Rico,86933.0,0.0,50.0,Moderate
West Virginia,61630.0,0.31,0.0,Moderate
New Jersey,0.0,1.68,42.0,High
Texas,357817.5,1.48,0.0,High
Missouri,1013813.0,3.56,49.0,High
New Jersey,125000.0,0.0,56.0,High
Kentucky,168363.0,0.0,30.0,High
Maryland,127850.0,0.0,47.0,Moderate
Oklahoma,1100.0,0.0,71.0,High
Washington,0.0,2.25,68.0,High
Oregon,22000.0,0.0,59.0,Moderate
Louisiana,3834330.0,1.15,164.0,High
Florida,881837.0,1.25,67.0,High
Virginia,413644.0,0.0,85.0,Moderate
Arkansas,15481.0,1.0,51.0,Moderate
Colorado,1388068.48,1.03,39.0,Moderate
Montana,119190.0,1.0,43.0,Low
Alabama,22500.0,0.0,42.0,High
Oklahoma,1758.0,0.0,52.0,High
Oklahoma,35550.0,0.0,31.0,High
Louisiana,558825.0,0.0,89.0,High
Connecticut,27693.0,1.73,64.0,Moderate
New Hampshire,387178.0,1.97,36.0,Moderate
Arkansas,33000.0,0.0,64.0,Moderate
Puerto Rico,75000.0,0.0,35.0,Moderate
Iowa,50580.0,0.0,46.0,High
Florida,15789.44,0.0,39.0,High
South Dakota,293.0,0.0,43.0,High
Texas,74982.0,2.23,50.0,High
New Hampshire,6000.0,0.0,17.0,Moderate
Texas,254271.0,2.96,40.0,High
Alabama,396750.0,77.44,37.0,High
South Dakota,11250.0,0.0,35.0,High
Oklahoma,30000.0,0.0,8.0,High
Florida,44170.0,3.08,36.0,High
West Virginia,79519.0,1.63,0.0,Moderate
Massachusetts,0.0,1.69,26.0,Moderate
Oklahoma,16875.0,0.0,11.0,High
Texas,21470.0,0.0,155.0,High
Minnesota,764456.0,1.01,52.0,Moderate
California,225000.0,0.0,33.0,High
South Dakota,126953.0,1.67,21.0,High
Missouri,998543.0,1.73,44.0,High
Alabama,39.0,1.37,75.0,High
Georgia,15600.0,0.0,33.0,High
Virginia,307728.8,2.42,65.0,Moderate
Maryland,58738.5,0.0,52.0,Moderate
New York,3946250.0,0.0,53.0,High
Nebraska,33042.75,0.0,38.0,High
Virginia,188071.37,1.04,46.0,Moderate
Hawaii,112500.3,1.35,40.0,Low
New York,43413.0,1.29,41.0,High
Missouri,157015.5,2.56,26.0,High
Connecticut,100000.0,0.0,95.0,Moderate
Mississippi,125768.0,0.0,24.0,High
Nebraska,28219.59,0.0,17.0,High
Alabama,41505.0,0.0,13.0,High
Michigan,104130.76,2.04,59.0,Moderate
Kentucky,16461.97,0.0,20.0,High
Georgia,14957.0,0.0,56.0,High
Florida,901192.5,1.21,27.0,High
Florida,60153.0,9.0,16.0,High
Iowa,33750.0,0.0,57.0,High
California,1008350.25,12.86,154.0,High
California,69170.25,0.0,35.0,High
Rhode Island,359479.35,0.2,75.0,Low
Missouri,1110000.0,1.66,36.0,High
Iowa,11425.27,5.04,15.0,High
New Mexico,41262.44,0.0,85.0,Low
Oklahoma,460818.0,0.0,103.0,High
Mississippi,1978484.0,1.8,60.0,High
Kansas,796505.0,1.57,26.0,High
Florida,1487709.0,1.39,52.0,High
Texas,822355.0,1.04,142.0,High
Iowa,27803.0,0.0,23.0,High
Florida,341836.0,1.21,77.0,High
Oklahoma,11250.0,0.0,50.0,High
New Hampshire,118575.0,1.17,30.0,Moderate
Maryland,23190.0,0.0,15.0,Moderate
Michigan,255715.0,1.06,128.0,Moderate
Florida,5944.0,3.19,38.0,High
Florida,0.0,1.76,53.0,High
Illinois,110005.0,0.83,56.0,Moderate
Michigan,76469.65,2.3,57.0,Moderate
Vermont,136151.75,1.05,77.0,Moderate
New Jersey,101502.0,0.0,32.0,High
North Carolina,348917.0,0.0,62.0,High
Nebraska,10670.0,0.0,40.0,High
Kansas,28347.0,0.0,31.0,High
Ohio,342021.0,1.88,55.0,Moderate
Florida,4616288.0,1.63,96.0,High
Kentucky,458192.0,2.18,19.0,High
Georgia,18000.0,0.0,31.0,High
Oklahoma,11713.43,0.0,50.0,High
Mississippi,5226.0,19.61,13.0,High
Arizona,16194.0,0.0,51.0,Low
Florida,143058.0,1.04,52.0,High
Florida,298787.4,1.44,44.0,High
California,74621.0,0.0,30.0,High
Kentucky,76949.0,1.42,29.0,High
Massachusetts,364833.0,2.44,57.0,Moderate
Kentucky,696671.0,0.0,38.0,High
Washington,161285.67,2.3,36.0,High
Oklahoma,19658.0,0.0,21.0,High
Arkansas,7500.0,0.0,38.0,Moderate
Oklahoma,1816.0,0.0,57.0,High
Rhode Island,64897.0,0.0,87.0,Low
Kansas,20123.99,2.88,18.0,High
South Carolina,42551.0,2.38,20.0,Moderate
West Virginia,107101.0,1.37,28.0,Moderate
Vermont,0.0,1.84,90.0,Moderate
Connecticut,130425.0,0.0,84.0,Moderate
California,180725.01,2.83,22.0,High
Colorado,2005125.0,1.26,49.0,Moderate
Florida,1233404.0,1.69,43.0,High
Florida,1902151.0,1.0,45.0,High
Oregon,8798.62,0.0,33.0,Moderate
South Dakota,115500.0,1.19,19.0,High
Georgia,19650.75,0.0,41.0,High
Oregon,682500.0,2.38,0.0,Moderate
Alaska,172666.0,1.13,23.0,Low
Alabama,80887.0,1.37,79.0,High
Montana,3339.0,0.0,20.0,Low
Virginia,7249.0,0.0,9.0,Moderate
Oklahoma,1500.0,0.0,52.0,High
Kentucky,50031.0,0.0,23.0,High
North Dakota,269383.0,4.47,22.0,High
Georgia,431368.0,2.24,51.0,High
Alabama,122119.0,1.69,23.0,High
Alabama,508017.65,4.89,118.0,High
Louisiana,50000.0,0.0,83.0,High
Florida,1949914.0,0.0,87.0,High
Mississippi,12994.0,0.0,25.0,High
Oklahoma,105577.5,3.76,62.0,High
Virginia,93750.0,0.0,45.0,Moderate
Nebraska,18444.0,0.0,8.0,High
Massachusetts,106846.0,0.0,61.0,Moderate
Colorado,11100.0,0.0,30.0,Moderate
Arizona,24780.0,0.0,57.0,Low
Florida,2000.0,2.27,34.0,High
Florida,295800.21,1.21,63.0,High
Louisiana,1857076.0,1.22,101.0,High
South Dakota,25875.0,0.0,18.0,High
Alabama,9636.0,0.0,28.0,High
South Dakota,18532.0,1.9,19.0,High
North Carolina,1208568.0,0.0,61.0,High
Pennsylvania,37499.0,0.0,1.0,High
North Dakota,856044.0,0.0,31.0,High
Louisiana,150000.0,0.0,29.0,High
Puerto Rico,11421.0,0.0,54.0,Moderate
Oklahoma,407377.86,9.18,51.0,High
Pennsylvania,175950.0,1.0,35.0,High
California,99460.0,0.0,40.0,High
Mississippi,1650943.0,7.65,53.0,High
Iowa,954455.0,2.02,42.0,High
Louisiana,2202729.75,0.0,98.0,High
New Jersey,190764.0,20.84,96.0,High
Montana,223346.88,1.4,60.0,Low
Mississippi,23767.0,0.0,25.0,High
Missouri,1708467.0,0.0,76.0,High
Oklahoma,847.0,0.0,85.0,High
Mississippi,560079.29,0.0,25.0,High
Alabama,13631.0,0.0,67.0,High
Illinois,41303.0,0.0,23.0,Moderate
Florida,26561.0,2.23,41.0,High
New Hampshire,149156.0,7.4,48.0,Moderate
Minnesota,12978.0,0.0,15.0,Moderate
Nebraska,86807.91,21.42,29.0,High
Maryland,23425.0,0.0,41.0,Moderate
Puerto Rico,18750.0,0.0,63.0,Moderate
Alabama,4000.0,0.0,30.0,High
Mississippi,658344.0,6.78,51.0,High
Michigan,275730.0,0.0,81.0,Moderate
West Virginia,409252.0,1.0,37.0,Moderate
California,299369.75,0.0,48.0,High
Louisiana,97824.0,8.82,107.0,High
Iowa,18003.0,0.0,52.0,High
Florida,727618.0,1.27,70.0,High
Kentucky,22974.0,0.0,0.0,High
Iowa,4500.0,0.0,41.0,High
Alabama,53644.0,1.37,80.0,High
Oklahoma,40894.29,0.0,74.0,High
Kansas,138750.0,0.0,43.0,High
Kentucky,770500.68,1.0,31.0,High
Oregon,126752.24,2.17,78.0,Moderate
Washington,412500.0,2.21,99.0,High
Alabama,70121.25,5.59,77.0,High
Maine,15619.0,1.33,36.0,Low
Alabama,56338.76,3.06,115.0,High
Wisconsin,187500.0,1.3,44.0,Moderate
Nevada,43759.98,0.0,31.0,Low
Kansas,29903.0,0.0,51.0,High
Alabama,37500.0,0.0,14.0,High
West Virginia,38175.0,0.0,42.0,Moderate
New York,114530.0,0.94,46.0,High
Nebraska,21171.0,0.0,41.0,High
Missouri,73166.0,1.5,45.0,High
Florida,0.0,6.38,33.0,High
Texas,100391.0,0.0,81.0,High
Iowa,3750.0,0.0,43.0,High
Iowa,59018.0,2.8,38.0,High
Kansas,75000.0,2.72,42.0,High
Texas,1403306.47,0.0,54.0,High
Alabama,49385.0,18.47,13.0,High
Texas,17643.38,0.0,112.0,High
Georgia,60289.0,0.0,38.0,High
Illinois,513203.0,0.73,56.0,Moderate
Georgia,16650.75,0.0,71.0,High
Minnesota,30000.0,0.0,40.0,Moderate
Alabama,53301.77,1.37,142.0,High
Guam,65828.0,2.24,110.0,Low
Minnesota,96799.71,0.0,36.0,Moderate
Indiana,586419.0,0.75,31.0,Low
Pennsylvania,46276.0,0.0,28.0,High
Oklahoma,378810.0,3.98,67.0,High
Kansas,18750.0,0.0,44.0,High
Florida,15136.0,2.28,48.0,High
South Carolina,33849.12,1.35,73.0,Moderate
North Dakota,32669.0,0.0,41.0,High
Iowa,30115.0,0.0,24.0,High
Alabama,86250.0,0.0,19.0,High
Guam,22311.0,31.14,125.0,Low
North Dakota,24525.0,0.0,20.0,High
Minnesota,18962.0,0.0,35.0,Moderate
New Jersey,32759.0,1.87,42.0,High
Idaho,180450.0,1.79,24.0,Low
Virginia,16121.0,0.0,-15.0,Moderate
Minnesota,14375.0,0.0,74.0,Moderate
Montana,46492.22,0.0,23.0,Low
Arizona,36000.0,0.0,42.0,Low
North Dakota,6215.0,0.0,37.0,High
Arkansas,759780.0,1.0,52.0,Moderate
Alabama,18763.88,0.0,76.0,High
Mississippi,1094890.0,8.07,63.0,High
Oregon,108049.0,1.32,76.0,Moderate
New Jersey,71109.0,0.0,44.0,High
Texas,616633.22,0.0,53.0,High
Maryland,176130.0,0.0,57.0,Moderate
South Carolina,3350152.21,1.48,70.0,Moderate
Oklahoma,15000.0,0.0,71.0,High
Tennessee,10244.0,0.0,43.0,Moderate
California,2983302.0,1.0,78.0,High
Mississippi,872382.0,3.99,48.0,High
Missouri,924750.0,2.86,30.0,High
Connecticut,14447.0,0.0,47.0,Moderate
Michigan,12000.0,34.57,50.0,Moderate
