state,FederalFunding,benefitCostRatio,ProjectTimeline(in months),ZoneRiskLevel
Maryland,459446.0,1.07,-32.0,Moderate
North Carolina,43136.0,0.0,30.0,High
Maryland,1761180.67,1.35,44.0,Moderate
Missouri,118449.57,1.0,15.0,High
South Dakota,147525.0,10.51,41.0,High
Minnesota,471912.0,1.27,82.0,Moderate
Iowa,81800.0,1.03,23.0,High
Michigan,4066.0,0.0,83.0,Moderate
Arkansas,14550.0,1.45,60.0,Moderate
Mississippi,343702.0,1.18,32.0,High
Virginia,463782.0,1.54,0.0,Moderate
Louisiana,416250.0,1.38,136.0,High
Minnesota,67763.0,1.48,35.0,Moderate
Oklahoma,1100.0,0.0,71.0,High
Arkansas,414833.0,1.0,38.0,Moderate
Florida,189480.43,2.69,70.0,High
Pennsylvania,663056.0,0.0,47.0,High
Alabama,6540.0,0.0,32.0,High
Alabama,6240.0,1.6,15.0,High
Alabama,5760.0,0.0,43.0,High
South Dakota,71987.63,0.0,41.0,High
Florida,95752.5,10.03,45.0,High
Massachusetts,506250.0,1.3,58.0,Moderate
Iowa,176084.0,0.0,48.0,High
Georgia,711229.5,1.31,75.0,High
Texas,50183.2,45.07,104.0,High
Massachusetts,393421.0,1.71,71.0,Moderate
Iowa,66426.0,0.0,44.0,High
North Dakota,125043.0,8.71,49.0,High
Texas,3447228.0,2.45,55.0,High
Alabama,50734.79,1.32,124.0,High
Oklahoma,109571.0,0.0,76.0,High
Massachusetts,165026.0,0.0,52.0,Moderate
Minnesota,143473.0,0.0,29.0,Moderate
Iowa,2400436.0,1.09,41.0,High
Texas,611130.77,2.03,125.0,High
Alabama,68978.0,4.36,123.0,High
North Carolina,356625.0,9.51,59.0,High
Nebraska,262500.0,2.38,29.0,High
West Virginia,218205.0,0.0,29.0,Moderate
Virginia,611247.0,1.01,0.0,Moderate
Kentucky,1450.0,0.0,21.0,High
Mississippi,129489.0,0.0,59.0,High
Puerto Rico,1969140.75,1.67,59.0,Moderate
Northern Mariana Islands,14630.0,1.86,28.0,Low
Northern Mariana Islands,0.0,29.75,9.0,Low
Iowa,23105.33,0.0,16.0,High
Minnesota,20450.1,0.0,41.0,Moderate
North Carolina,163011.0,1.54,70.0,High
Oklahoma,512327.7,1.0,0.0,High
Virgin Islands of the U.S.,301099.57,1.26,49.0,Low
Florida,1541140.0,4.67,40.0,High
Florida,162633.0,38.69,42.0,High
Alabama,71100.0,0.0,12.0,High
Florida,366741.0,1.78,76.0,High
California,17178.0,1.55,22.0,High
Washington,56693.0,3.45,52.0,High
Texas,38663.0,1.07,74.0,High
Florida,305000.23,1.01,43.0,High
Rhode Island,75799.02,4.5,0.0,Low
Vermont,535875.0,8.3,44.0,Moderate
Texas,2089787.25,5.52,36.0,High
Iowa,4616.24,3.09,29.0,High
Virginia,1672184.0,1.0,0.0,Moderate
North Carolina,26507.0,0.0,34.0,High
Florida,79500.0,1.22,41.0,High
New York,74990.0,0.0,82.0,High
Florida,17179.0,1.6,32.0,High
Florida,44219.0,4.64,24.0,High
Florida,133501.13,0.0,76.0,High
Ohio,71439.73,0.0,12.0,Moderate
California,1015869.0,2.72,36.0,High
Texas,144619.0,0.0,96.0,High
Florida,160491.0,4.72,47.0,High
Florida,204083.0,3.11,26.0,High
Alabama,29771.0,0.0,14.0,High
Northern Mariana Islands,4318.0,6.33,66.0,Low
Alabama,4960.5,0.0,8.0,High
Arkansas,389889.98,4.79,39.0,Moderate
North Carolina,174720.0,1.0,60.0,High
Missouri,0.0,1.0,47.0,High
Louisiana,149992.0,0.0,49.0,High
Alabama,32100.0,0.0,20.0,High
Minnesota,19983.0,0.0,34.0,Moderate
Alabama,26249.0,0.0,21.0,High
Mississippi,1721677.0,5.49,29.0,High
Missouri,1030785.0,1.46,40.0,High
Iowa,80609.0,0.0,52.0,High
Iowa,156825.0,2.43,24.0,High
Alabama,53595.12,4.46,123.0,High
California,2395018.91,3.77,40.0,High
Maryland,3206314.0,5.51,38.0,Moderate
Texas,972065.6,1.44,94.0,High
Kentucky,99245.0,3.13,63.0,High
Oklahoma,39700.0,5.24,74.0,High
Alabama,15359.0,1.37,13.0,High
Massachusetts,119885.0,0.0,54.0,Moderate
Massachusetts,526643.18,0.0,144.0,Moderate
Massachusetts,18315.0,1.41,38.0,Moderate
Iowa,84142.0,1.46,24.0,High
Iowa,118057.0,0.0,35.0,High
Illinois,74498.0,0.0,58.0,Moderate
Tennessee,68794.0,0.0,41.0,Moderate
Iowa,14459.0,0.0,26.0,High
New York,96059.0,0.0,83.0,High
Oklahoma,42410.0,0.0,38.0,High
Louisiana,3227167.94,1.91,120.0,High
Texas,154534.46,3.61,151.0,High
Oklahoma,31950.0,0.0,12.0,High
Michigan,31111.0,0.0,47.0,Moderate
California,84000.0,0.0,29.0,High
California,1883421.48,1.0,64.0,High
Pennsylvania,0.0,1.0,4.0,High
Northern Mariana Islands,145400.0,1.37,95.0,Low
California,110391.0,1.0,20.0,High
Florida,16875.0,2.54,29.0,High
Texas,213593.17,0.0,46.0,High
Texas,100295.25,7.1,45.0,High
California,1493027.73,1.74,37.0,High
Alabama,100490.03,7.17,117.0,High
Puerto Rico,33995.0,26.75,23.0,Moderate
Kentucky,20670.0,0.0,50.0,High
Kentucky,149363.0,7.47,17.0,High
Pennsylvania,51544.0,0.0,52.0,High
Arkansas,679500.0,5.68,66.0,Moderate
Alabama,9577.8,1.0,21.0,High
Alabama,4960.5,0.0,28.0,High
Alabama,210675.0,3.82,110.0,High
Arkansas,63921.0,0.0,65.0,Moderate
New Mexico,27972.19,0.0,86.0,Low
Alabama,101689.73,6.91,115.0,High
Missouri,2483477.0,1.95,33.0,High
Oklahoma,30000.0,0.0,57.0,High
Arkansas,18750.0,0.0,52.0,Moderate
Arizona,234551.11,2.09,0.0,Low
New Mexico,395603.76,1.08,41.0,Low
Indiana,1015896.03,2.61,43.0,Low
North Carolina,816583.0,1.16,48.0,High
Iowa,70557.0,0.0,28.0,High
Minnesota,50765.0,0.0,36.0,Moderate
Kentucky,2251263.4,0.0,150.0,High
Alabama,574912.0,1.86,43.0,High
South Carolina,1561953.75,1.69,45.0,Moderate
Iowa,450000.0,1.65,25.0,High
Alabama,4980.0,0.0,11.0,High
Alabama,4992.0,0.0,14.0,High
South Dakota,102331.43,0.0,41.0,High
Alabama,4660.5,2.15,15.0,High
Alabama,5460.0,0.0,14.0,High
Minnesota,22500.0,0.0,38.0,Moderate
Texas,7869119.39,3.05,93.0,High
Alabama,17447.99,0.0,115.0,High
Maryland,446523.0,1.2,21.0,Moderate
Alabama,650173.0,4.77,114.0,High
Massachusetts,455320.0,2.58,61.0,Moderate
Nebraska,3750.0,0.0,23.0,High
New Hampshire,9553.0,0.0,37.0,Moderate
Montana,91253.0,1.53,26.0,Low
Rhode Island,139585.0,1.16,49.0,Low
Minnesota,448375.95,60.89,57.0,Moderate
Mississippi,155601.0,1.0,39.0,High
Indiana,82028.0,3.81,79.0,Low
Wisconsin,3430.82,1.72,36.0,Moderate
Florida,134154.75,23.12,30.0,High
Texas,1236778.0,1.79,36.0,High
Alabama,26044.0,0.0,20.0,High
Louisiana,838484.55,1.02,168.0,High
Oklahoma,22500.0,0.0,15.0,High
Alabama,24500.0,1.91,9.0,High
California,2983302.0,1.0,78.0,High
Louisiana,1203525.22,1.09,141.0,High
Kentucky,406829.55,0.0,111.0,High
New Jersey,333059.73,0.0,98.0,High
Minnesota,20639.0,0.0,44.0,Moderate
Iowa,654750.0,1.28,40.0,High
Arkansas,13719.0,0.0,68.0,Moderate
Arkansas,28125.0,0.0,32.0,Moderate
Florida,282527.0,1.31,36.0,High
Iowa,895377.0,2.63,33.0,High
Missouri,1512083.0,3.07,40.0,High
Kentucky,14718.0,0.0,19.0,High
Massachusetts,4000.0,0.0,56.0,Moderate
Iowa,966562.0,1.04,37.0,High
Kentucky,66065.0,0.0,15.0,High
Alabama,69573.75,6.6,117.0,High
Pennsylvania,71987.0,0.0,49.0,High
Missouri,213645.0,1.58,44.0,High
Texas,82373.17,2.14,101.0,High
Georgia,14861.0,0.0,15.0,High
California,69619.48,0.0,40.0,High
Washington,328651.05,2.24,39.0,High
Texas,1611858.47,1.77,106.0,High
Texas,109811.0,3.18,73.0,High
Kentucky,28494.0,0.0,22.0,High
New Hampshire,285850.0,1.85,29.0,Moderate
Kansas,380578.0,1.91,17.0,High
Texas,33220788.0,9.64,99.0,High
Kentucky,49796.02,2.01,105.0,High
California,63404.94,3.72,41.0,High
Nebraska,14886.0,0.0,12.0,High
Northern Mariana Islands,2291101.48,6.67,102.0,Low
Arkansas,126450.0,0.0,31.0,Moderate
Florida,680136.55,1.14,43.0,High
Arkansas,100084.9,4.61,40.0,Moderate
Louisiana,109718.0,1.52,57.0,High
Alabama,104209.28,4.13,116.0,High
New Mexico,68819.0,0.0,49.0,Low
Iowa,213113.0,0.0,34.0,High
Florida,312888.66,1.0,33.0,High
Texas,374983.08,14.85,83.0,High
Arkansas,32773.0,0.0,51.0,Moderate
North Carolina,3884274.66,1.42,85.0,High
Louisiana,4810568.63,1.03,106.0,High
Vermont,63750.0,1.18,110.0,Moderate
Kansas,20192.0,0.0,8.0,High
Vermont,0.0,1.01,80.0,Moderate
Georgia,24134.0,0.0,42.0,High
Arkansas,29108.73,0.0,53.0,Moderate
South Carolina,40269.28,1.74,81.0,Moderate
Vermont,6005.0,1.13,95.0,Moderate
New Mexico,38086.8,0.0,86.0,Low
Colorado,101437.0,0.0,22.0,Moderate
South Carolina,131910.0,4.12,24.0,Moderate
Texas,0.0,0.0,45.0,High
Maine,28986.0,1.78,29.0,Low
Arkansas,11955.0,0.0,78.0,Moderate
Mississippi,61267.0,0.0,37.0,High
Iowa,240027.0,1.25,39.0,High
Texas,1059202.0,1.11,65.0,High
Vermont,25281.0,1.09,20.0,Moderate
Texas,724946.75,1.19,111.0,High
Georgia,9984.0,0.0,42.0,High
Indiana,34928.0,11.81,68.0,Low
Minnesota,41925.0,0.0,31.0,Moderate
Texas,9517.5,0.0,115.0,High
Hawaii,92374.9,5.97,28.0,Low
Alabama,6173.25,0.0,30.0,High
Alabama,5760.0,0.0,9.0,High
South Dakota,15354.0,0.0,26.0,High
Mississippi,29700.0,0.0,20.0,High
New Mexico,251210.93,1.47,70.0,Low
Iowa,347841.0,1.14,18.0,High
North Carolina,16523.97,1.0,31.0,High
Vermont,4720.02,4.15,95.0,Moderate
New Jersey,270000.0,1.04,36.0,High
Vermont,14324.0,0.0,45.0,Moderate
Arkansas,79450.06,0.0,53.0,Moderate
New Jersey,284160.0,1.34,51.0,High
Mississippi,7500.0,7.94,9.0,High
Nebraska,32587.0,0.0,17.0,High
Colorado,63724.0,0.0,33.0,Moderate
New Mexico,25730.35,0.0,66.0,Low
Pennsylvania,195470.83,1.0,22.0,High
Nebraska,90000.0,3.11,15.0,High
Massachusetts,2821456.0,1.09,103.0,Moderate
Arkansas,583855.0,7.46,62.0,Moderate
Georgia,18000.0,0.0,49.0,High
Texas,63000.0,0.0,67.0,High
New Hampshire,673.0,0.0,41.0,Moderate
Texas,537404.0,4.61,76.0,High
Tennessee,1333715.0,2.86,59.0,Moderate
Alabama,8000.0,1.37,9.0,High
Texas,2695566.95,1.64,79.0,High
North Carolina,28942.0,0.0,48.0,High
Northern Mariana Islands,28798.0,1.16,113.0,Low
Michigan,27375.0,0.0,67.0,Moderate
Northern Mariana Islands,497236.0,1.74,125.0,Low
Michigan,56436.0,5.36,46.0,Moderate
Oklahoma,20000.0,0.0,96.0,High
Oklahoma,1857.0,0.0,57.0,High
Iowa,125374.0,0.0,51.0,High
Indiana,267523.0,1.06,66.0,Low
Mississippi,365456.0,1.01,74.0,High
Texas,97927.13,0.0,116.0,High
Alaska,12750.0,0.0,24.0,Low
Kentucky,87381.0,0.0,39.0,High
Massachusetts,48666.0,3.24,52.0,Moderate
Kentucky,15923.0,0.0,25.0,High
New Jersey,180000.0,1.02,43.0,High
Texas,1352541.0,1.84,51.0,High
Maryland,184000.0,1.0,81.0,Moderate
Florida,2625075.0,1.5,40.0,High
New Mexico,361689.83,0.0,101.0,Low
Nebraska,13012.0,0.0,19.0,High
West Virginia,915156.0,1.22,22.0,Moderate
Alaska,68366.0,10.9,28.0,Low
Nebraska,39098.0,0.0,25.0,High
Alabama,59953.8,5.47,116.0,High
Alabama,4000.0,1.37,96.0,High
Alabama,21508.0,0.0,38.0,High
Alabama,3718.0,1.37,112.0,High
Pennsylvania,12242.0,0.0,47.0,High
Alabama,61226.27,5.43,114.0,High
Nebraska,40050.0,0.0,39.0,High
Pennsylvania,280075.0,0.0,58.0,High
Iowa,240421.0,1.39,26.0,High
Alabama,89135.96,8.15,117.0,High
Iowa,864327.0,1.56,33.0,High
Alabama,48422.0,1.37,88.0,High
Kansas,18462.0,0.0,31.0,High
Tennessee,398842.0,1.48,33.0,Moderate
Wisconsin,26250.0,0.0,28.0,Moderate
Mississippi,3226154.0,2.87,62.0,High
Georgia,339707.0,1.85,47.0,High
North Dakota,56475.0,5.95,25.0,High
Missouri,138819.0,2.18,28.0,High
Oklahoma,14670.0,0.0,21.0,High
Vermont,501115.0,0.0,128.0,Moderate
Texas,563373.35,1.48,76.0,High
Oregon,0.0,0.0,9.0,Moderate
Kentucky,91872.0,0.0,31.0,High
Tennessee,337366.0,1.01,34.0,Moderate
Pennsylvania,37500.0,0.0,34.0,High
Alabama,58474.0,11.34,88.0,High
Iowa,40500.0,0.0,37.0,High
Nebraska,13012.0,0.0,22.0,High
Pennsylvania,63720.0,2.08,29.0,High
North Dakota,56253.0,0.0,21.0,High
Iowa,1642500.0,1.23,45.0,High
Iowa,31980.0,0.0,70.0,High
Pennsylvania,445630.0,0.0,59.0,High
Nebraska,202058.0,1.18,43.0,High
Arkansas,26250.0,0.0,27.0,Moderate
California,0.0,1.42,20.0,High
New Jersey,125000.0,0.0,56.0,High
New Mexico,55058.16,0.0,67.0,Low
Vermont,55090.16,0.0,36.0,Moderate
Arkansas,19986.0,0.0,41.0,Moderate
New Jersey,189513.0,1.23,1.0,High
Northern Mariana Islands,65037.0,2.54,23.0,Low
Florida,12225.0,1.22,41.0,High
North Dakota,51072.0,0.0,26.0,High
Alabama,4000.0,1.37,96.0,High
Texas,42202.01,3.53,65.0,High
Kentucky,326857.84,0.0,113.0,High
Vermont,10546.55,1.3,132.0,Moderate
Delaware,41207.0,0.0,0.0,Low
Pennsylvania,601121.66,1.0,0.0,High
Texas,48076.63,59.53,26.0,High
Florida,100394.19,0.0,21.0,High
Colorado,24948.0,0.0,27.0,Moderate
Alabama,4133.0,1.37,29.0,High
Oklahoma,38000.0,0.0,42.0,High
Vermont,91571.0,0.0,50.0,Moderate
Alabama,66125.0,1.37,95.0,High
North Carolina,52383.0,0.0,45.0,High
Alabama,64586.21,3.95,114.0,High
Pennsylvania,1111142.0,0.0,67.0,High
Alabama,84132.88,8.08,117.0,High
Delaware,23700.0,0.0,36.0,Low
Vermont,125872.0,0.0,23.0,Moderate
North Carolina,36084.0,0.0,30.0,High
Mississippi,470199.0,6.11,34.0,High
California,6500.82,0.0,33.0,High
Nebraska,17817.19,0.0,19.0,High
Texas,15000.0,0.0,86.0,High
Nevada,33854.0,0.0,17.0,Low
North Carolina,287642.0,1.51,35.0,High
Virginia,266250.0,2.46,0.0,Moderate
Alabama,42442.0,17.09,25.0,High
Alaska,72270.0,1.87,27.0,Low
Massachusetts,6321.0,0.0,82.0,Moderate
Virginia,17025.0,0.0,29.0,Moderate
Minnesota,50192.0,1.22,6.0,Moderate
Arizona,9375.0,0.0,10.0,Low
Alabama,22275.0,0.0,14.0,High
Louisiana,3978673.81,1.16,169.0,High
New Hampshire,10550.0,2.57,28.0,Moderate
Massachusetts,473640.0,6.94,0.0,Moderate
Wisconsin,103950.0,30.62,32.0,Moderate
Georgia,674475.0,1.43,0.0,High
Virginia,1080.0,0.0,25.0,Moderate
Virginia,39739.0,5.31,10.0,Moderate
North Carolina,35391.0,0.0,46.0,High
Minnesota,74673.0,0.0,86.0,Moderate
New York,17081.0,1.37,106.0,High
Wisconsin,306012.0,0.0,49.0,Moderate
Minnesota,337154.0,1.3,54.0,Moderate
Texas,430781.0,0.0,144.0,High
Oklahoma,20000.0,0.0,97.0,High
Northern Mariana Islands,5083.0,2.88,66.0,Low
Arkansas,538864.0,1.59,25.0,Moderate
Iowa,369472.0,0.0,43.0,High
New Hampshire,1875.0,1.2,39.0,Moderate
Kentucky,57097.0,0.0,80.0,High
Florida,201837.0,1.89,53.0,High
Texas,1400949.0,1.53,107.0,High
Georgia,14479.0,0.0,29.0,High
Pennsylvania,580346.0,0.0,40.0,High
New York,56249.0,0.0,83.0,High
Alabama,12826.0,0.0,8.0,High
Pennsylvania,322617.0,1.31,0.0,High
Louisiana,1000.0,2.85,110.0,High
Texas,34090.95,0.0,88.0,High
Oklahoma,99624.0,1.93,52.0,High
Pennsylvania,366488.0,0.0,50.0,High
Hawaii,33980.0,4.57,36.0,Low
Colorado,29342.93,0.0,51.0,Moderate
Kentucky,341677.88,1.29,84.0,High
Kentucky,483188.24,0.0,143.0,High
Florida,70743.0,1.45,39.0,High
California,167174.0,0.0,24.0,High
Arkansas,37231.0,0.0,62.0,Moderate
Oklahoma,30000.0,0.0,44.0,High
Nebraska,33083.0,0.0,16.0,High
Vermont,611215.79,0.0,132.0,Moderate
South Dakota,7500.0,0.0,21.0,High
Wisconsin,30538.64,0.0,31.0,Moderate
Iowa,234351.0,2.82,25.0,High
Rhode Island,8368.45,0.0,76.0,Low
South Carolina,1202447.25,1.83,77.0,Moderate
South Dakota,6000.0,0.0,25.0,High
Iowa,18600.75,2.61,17.0,High
Florida,669055.0,3.66,56.0,High
Arizona,132023.0,1.21,36.0,Low
Texas,413775.0,4.92,36.0,High
North Dakota,592594.0,2.42,227.0,High
Idaho,1000000.0,2.07,0.0,Low
Alaska,467103.0,1.86,46.0,Low
North Carolina,297352.97,1.15,60.0,High
Texas,53250.0,0.0,53.0,High
Iowa,3874483.0,1.33,45.0,High
Pennsylvania,266700.0,1.0,0.0,High
New Hampshire,394425.0,13.79,46.0,Moderate
Mississippi,13507.0,0.0,20.0,High
Florida,23427.0,17.83,21.0,High
Mississippi,22518.0,0.0,11.0,High
Massachusetts,183675.0,1.47,42.0,Moderate
Washington,446030.0,2.0,49.0,High
Vermont,495.0,1.03,10.0,Moderate
Iowa,44714.0,1.03,25.0,High
Pennsylvania,41479.0,0.0,31.0,High
South Carolina,3350152.21,1.48,70.0,Moderate
Vermont,245126.62,1.01,109.0,Moderate
Texas,303351.75,1.55,15.0,High
Nebraska,15745.38,0.0,17.0,High
Texas,553752.58,0.0,57.0,High
Alabama,5664.0,0.0,27.0,High
Alabama,5760.0,0.0,32.0,High
Oklahoma,37515.0,0.0,33.0,High
Georgia,24150.75,0.0,38.0,High
Kansas,12931.67,0.0,21.0,High
Pennsylvania,356688.32,1.0,49.0,High
Kansas,31402.35,0.0,11.0,High
Kentucky,1111067.0,3.05,32.0,High
Alabama,46262.29,4.46,119.0,High
Tennessee,506874.0,0.0,39.0,Moderate
Alabama,68252.0,5.57,119.0,High
Iowa,299418.0,0.0,75.0,High
Iowa,35295.0,0.0,26.0,High
Alabama,65848.0,9.38,25.0,High
Georgia,39130.0,0.0,24.0,High
Georgia,17635.0,0.0,18.0,High
Tennessee,700249.0,1.01,62.0,Moderate
Massachusetts,46725.0,1.24,31.0,Moderate
Nebraska,4125.0,0.0,26.0,High
Vermont,5175.0,1.13,99.0,Moderate
Florida,73682.08,11.65,56.0,High
Florida,30000.0,0.0,17.0,High
Iowa,17190.57,0.0,10.0,High
Alabama,5151.0,0.0,8.0,High
Georgia,2510.0,0.0,14.0,High
Kentucky,223177.0,0.0,83.0,High
Louisiana,7076346.51,2.16,149.0,High
Kentucky,6280148.0,1.14,77.0,High
Alabama,123587.0,11.72,76.0,High
Kentucky,32066.0,0.0,26.0,High
Alabama,53644.0,1.37,80.0,High
Texas,731145.05,1.55,62.0,High
Vermont,61744.0,1.65,111.0,Moderate
New Jersey,23625.0,1.08,24.0,High
Iowa,152741.0,0.0,13.0,High
Iowa,156673.0,0.0,44.0,High
California,0.0,3.59,10.0,High
New Jersey,130395.0,1.33,1.0,High
Alabama,5772.0,1.73,14.0,High
Alabama,5472.0,0.0,7.0,High
Vermont,0.0,0.0,7.0,Moderate
Kentucky,482107.75,0.0,146.0,High
Iowa,4279450.0,1.7,41.0,High
Kentucky,665526.0,2.97,65.0,High
Texas,42364.0,1.34,59.0,High
New Hampshire,2573.0,0.0,68.0,Moderate
Texas,179625.0,1.65,58.0,High
North Dakota,2822788.0,6.75,45.0,High
Alabama,50057.29,4.46,123.0,High
Mississippi,83300.0,0.0,29.0,High
Alabama,5772.0,0.0,14.0,High
Alabama,6540.0,1.6,9.0,High
Pennsylvania,360126.26,1.0,33.0,High
Alabama,5760.0,0.0,6.0,High
Alabama,6540.0,0.0,9.0,High
Ohio,206250.0,1.22,26.0,Moderate
New Hampshire,44631.72,0.0,67.0,Moderate
Colorado,342546.73,0.0,68.0,Moderate
Maryland,73461.0,0.0,31.0,Moderate
Vermont,67639.0,1.09,111.0,Moderate
New York,0.0,0.0,66.0,High
New York,143670.82,0.0,60.0,High
Florida,18645.0,1.61,22.0,High
Virginia,321477.0,1.01,39.0,Moderate
Iowa,178197.0,0.0,68.0,High
New Hampshire,202337.0,1.35,78.0,Moderate
Arkansas,34141.0,0.0,92.0,Moderate
California,95802.0,0.0,27.0,High
Georgia,28324.0,0.0,14.0,High
Ohio,207000.0,1.0,34.0,Moderate
Maryland,125249.96,1.0,0.0,Moderate
Texas,201102.0,1.07,91.0,High
Washington,522728.0,8.31,43.0,High
North Carolina,576637.5,4.81,50.0,High
Kentucky,42193.0,0.0,28.0,High
California,645000.0,1.4,36.0,High
Tennessee,49783.0,0.0,28.0,Moderate
Kentucky,16061.0,0.0,22.0,High
Kentucky,43785.29,0.0,82.0,High
Texas,92443.31,0.0,52.0,High
New Mexico,819968.62,1.07,60.0,Low
South Dakota,153600.0,0.0,32.0,High
Florida,35787.0,2.18,35.0,High
Florida,3171751.95,2.05,145.0,High
Vermont,297687.0,1.69,72.0,Moderate
New Hampshire,9147.0,1.07,10.0,Moderate
Florida,33410.0,4.09,35.0,High
Mississippi,75861.0,0.0,30.0,High
New Jersey,37671659.84,1.16,120.0,High
Indiana,6396.0,57.02,62.0,Low
Vermont,54884.0,1.09,133.0,Moderate
Vermont,62604.19,0.0,117.0,Moderate
North Dakota,951068.0,1.02,32.0,High
Vermont,72059.0,1.08,110.0,Moderate
New Mexico,118606.59,0.0,87.0,Low
Oklahoma,219891.56,4.37,80.0,High
South Dakota,7500.0,0.0,21.0,High
North Carolina,14047.5,1.29,53.0,High
North Dakota,266250.0,6.25,55.0,High
Kansas,24883.0,0.0,41.0,High
Florida,26389.0,0.0,23.0,High
Florida,892012.0,1.53,30.0,High
Connecticut,22502.0,1.56,47.0,Moderate
New Hampshire,56219.0,1.07,38.0,Moderate
Alabama,4960.5,0.0,8.0,High
South Dakota,11211.76,0.0,19.0,High
Missouri,1206519.9,2.99,31.0,High
Florida,472814.0,1.25,44.0,High
Oklahoma,27671.0,0.0,20.0,High
Tennessee,40942.0,0.0,31.0,Moderate
Alabama,4203.0,1.37,41.0,High
Massachusetts,267830.93,0.0,151.0,Moderate
Virginia,58527.0,0.0,30.0,Moderate
Alabama,100627.91,4.13,119.0,High
Massachusetts,69720.0,1.25,46.0,Moderate
Arkansas,114985.0,2.74,23.0,Moderate
Alabama,4248.0,1.37,119.0,High
Pennsylvania,852330.0,0.0,62.0,High
Kentucky,11353.0,0.0,54.0,High
Florida,71403.0,1.5,35.0,High
Texas,385984.86,0.0,63.0,High
California,82042.0,0.0,7.0,High
Iowa,150083.0,0.0,72.0,High
Alaska,247295.0,9.06,27.0,Low
Minnesota,31032.0,0.0,24.0,Moderate
Kentucky,21893.0,0.0,55.0,High
Kentucky,108409.0,0.0,66.0,High
Texas,101799.0,0.0,90.0,High
Massachusetts,17843.0,0.0,31.0,Moderate
Massachusetts,0.0,0.0,62.0,Moderate
South Dakota,30000.0,0.0,31.0,High
North Dakota,10955130.0,1.12,47.0,High
Vermont,138091.0,0.0,54.0,Moderate
Vermont,116447.44,0.0,107.0,Moderate
Maryland,47159.0,0.0,34.0,Moderate
Alabama,63685.0,1.37,96.0,High
Alabama,50403.0,13.97,109.0,High
Montana,70000.0,0.0,33.0,Low
Alabama,3513.0,1.37,111.0,High
North Dakota,1627352.0,1.95,36.0,High
Virginia,691447.0,1.19,0.0,Moderate
Texas,453037.52,8.44,76.0,High
Kansas,16253.0,0.0,27.0,High
Mississippi,261907.0,6.04,56.0,High
Alabama,4688.0,0.0,9.0,High
Iowa,11250.0,0.0,37.0,High
California,93750.0,0.0,42.0,High
Georgia,11404.0,0.0,24.0,High
Oklahoma,12750.0,0.0,19.0,High
Kentucky,629041.0,2.51,40.0,High
Minnesota,130913.0,4.82,18.0,Moderate
Georgia,25500.0,0.0,50.0,High
Arkansas,86559.14,0.0,46.0,Moderate
Iowa,703988.0,1.45,25.0,High
Iowa,71418.8,0.0,11.0,High
Missouri,66417.83,0.0,19.0,High
Alabama,8000.0,1.37,9.0,High
Florida,476715.0,1.11,53.0,High
Vermont,211638.0,3.47,114.0,Moderate
Oklahoma,23850.0,0.0,55.0,High
Arkansas,3112.0,0.0,71.0,Moderate
Missouri,1087661.0,3.2,31.0,High
New Hampshire,1215.0,0.0,68.0,Moderate
Florida,198905.0,3.59,54.0,High
North Dakota,7500.0,0.0,49.0,High
Florida,3018827.0,1.68,76.0,High
Texas,4615655.74,0.0,137.0,High
Louisiana,2684023.0,1.45,89.0,High
Louisiana,50000.0,0.0,83.0,High
Florida,459780.0,1.69,11.0,High
Florida,2250150.0,2.54,62.0,High
Mississippi,66273.0,1.08,56.0,High
Oklahoma,12750.0,0.0,20.0,High
Iowa,308093.0,1.31,30.0,High
Louisiana,361571.0,1.11,91.0,High
Alabama,121689.0,4.42,64.0,High
Virginia,269700.0,10.17,4.0,Moderate
Virginia,3054.0,0.0,25.0,Moderate
South Carolina,103668.0,3.47,44.0,Moderate
North Carolina,7500.0,0.0,32.0,High
Arkansas,544600.0,1.0,50.0,Moderate
Texas,42857.0,0.0,46.0,High
Georgia,690518.0,1.07,45.0,High
Texas,213362.0,1.3,115.0,High
Nebraska,57491.0,2.84,48.0,High
New Jersey,225000.0,1.82,81.0,High
New Mexico,608663.77,0.0,93.0,Low
Florida,247449.85,1.13,37.0,High
New York,52500.0,1.15,31.0,High
Florida,234812.0,1.76,55.0,High
Alabama,65847.0,4.12,52.0,High
Kentucky,95427.0,3.69,19.0,High
Alaska,1031250.0,1.08,23.0,Low
Oklahoma,22500.0,0.0,38.0,High
Texas,43314040.13,4.0,147.0,High
Mississippi,1335489.0,3.62,50.0,High
Oklahoma,14963.0,0.0,16.0,High
Mississippi,819218.0,2.72,44.0,High
Kentucky,22109.0,0.0,55.0,High
Texas,2875082.85,0.0,135.0,High
New Hampshire,77497.0,3.17,51.0,Moderate
Arkansas,101532.0,3.26,32.0,Moderate
Kentucky,8024.0,0.0,17.0,High
South Dakota,6525.0,0.0,12.0,High
Nebraska,28923.0,0.0,30.0,High
Massachusetts,46275.0,1.01,33.0,Moderate
Maryland,20000.0,0.0,-2.0,Moderate
Virginia,41250.0,0.0,46.0,Moderate
Ohio,88948.0,1.54,44.0,Moderate
Kentucky,58791.0,0.0,76.0,High
Oklahoma,1500.0,0.0,58.0,High
Minnesota,28335.0,1.08,77.0,Moderate
Georgia,994688.0,1.88,48.0,High
Wisconsin,41960.0,0.0,56.0,Moderate
Tennessee,25925.0,0.0,46.0,Moderate
Michigan,414756.0,1.03,63.0,Moderate
