state,FederalFunding,benefitCostRatio,ProjectTimeline(in months),ZoneRiskLevel,ZoneRiskLevelNumeric,RiskScore,InsuranceZone
South Dakota,4.193816826165197e-06,0.0,0.4253164556962025,High,0.8,0.45506496866597096,Low
North Carolina,6.579713408106113e-05,1.0003752940185682e-06,0.579746835443038,High,0.8,249906.44766923433,Moderate
South Carolina,0.00024408491685983254,1.315009459072795e-06,0.5037974683544304,Moderate,0.5,190112.87677737308,Moderate
Oregon,9.383459862032135e-05,2.0410883015056266e-06,0.5443037974683544,Moderate,0.5,122483.86077576371,Moderate
Kentucky,0.0007331729411626559,0.0,0.44556962025316454,High,0.8,0.45940719322709794,Low
Oklahoma,1.3436935363291839e-05,0.0,0.4506329113924051,High,0.8,0.46013195705262633,Low
South Dakota,7.186371630852104e-05,0.0,0.44556962025316454,High,0.8,0.4591426695371563,Low
South Dakota,1.8420545390254968e-05,0.0,0.4278481012658228,High,0.8,0.45557698847132067,Low
Florida,0.0001737604761468175,6.050657020273597e-07,0.47848101265822784,High,0.8,413178.48576570675,High
North Carolina,0.0024696863248807677,1.8030957920415319e-06,0.5367088607594936,High,0.8,138650.6545041433,Moderate
Kentucky,0.00015880218110183737,4.114446773786046e-07,0.4860759493670886,High,0.8,607615.3202198872,High
Indiana,0.0016182892544205978,0.0,0.620253164556962,Low,0.2,0.40469794861316066,Low
Alabama,5.03885076123444e-06,5.526266745183219e-07,0.41265822784810124,High,0.8,452385.1696869458,High
Texas,0.0,6.534709581895486e-07,0.4531645569620253,High,0.8,382572.68285513355,High
Florida,7.692293149179496e-05,1.7869607066541356e-06,0.4734177215189873,High,0.8,139902.5634727785,Moderate
Tennessee,0.0005954682415740049,5.969981593336616e-07,0.47848101265822784,Moderate,0.5,418761.931069525,High
South Carolina,0.0005313188191568315,1.1818950046267762e-06,0.4759493670886076,Moderate,0.5,211524.8820064965,Moderate
Mississippi,0.0001881977166982655,0.0,0.46329113924050636,High,0.8,0.4627335069347806,Low
Northern Mariana Islands,0.0009405854754304287,4.6388370488764244e-07,0.6253164556962025,Low,0.2,538928.333700395,High
Minnesota,2.5806380861611048e-05,0.0,0.49367088607594933,Moderate,0.5,0.42374449976753453,Low
Alabama,0.0003461712867860332,1.8716699049379659e-06,0.4481012658227848,High,0.8,133570.7711811355,Moderate
Florida,6.494518758924388e-05,2.989024568015157e-06,0.5468354430379747,High,0.8,83639.55530399785,Moderate
Minnesota,0.00011148625270923239,0.0,0.6126582278481012,Moderate,0.5,0.44757624007070396,Low
Iowa,0.000505289982365317,0.0,0.5189873417721519,High,0.8,0.4739995843473765,Low
Ohio,0.0009032949938116575,0.0,0.5240506329113924,Moderate,0.5,0.43017144457980316,Low
Michigan,9.674593461570123e-05,5.64727988558869e-07,0.49873417721518987,Moderate,0.5,442691.17835696245,High
New Mexico,5.531963894174978e-05,0.0,0.5518987341772152,Low,0.2,0.3904018746910197,Low
New Hampshire,2.6873870726583678e-05,0.0,0.4759493670886076,Moderate,0.5,0.4202006229660121,Low
Mississippi,7.915997221078851e-05,0.0,0.4607594936708861,High,0.8,0.46218356272306155,Low
South Dakota,0.00010447217244959405,0.0,0.48860759493670886,High,0.8,0.4677633078563216,Low
Iowa,4.528844414556607e-05,0.0,0.4911392405063291,High,0.8,0.46824596347892405,Low
New Hampshire,0.00030208768784470896,5.445591318246238e-07,0.5924050632911393,Moderate,0.5,459087.1602685144,High
Wyoming,4.987372368864851e-06,0.0,0.48860759493670886,Low,0.2,0.37772351393628933,Low
Alabama,3.906863606518009e-05,5.526266745183219e-07,0.6354430379746836,High,0.8,452385.21425751975,High
Arkansas,5.097226780423852e-05,0.0,0.6278481012658228,Moderate,0.5,0.4505900091602863,Low
Rhode Island,1.957761482431621e-05,6.897749003111901e-07,0.5670886075949367,Low,0.2,362437.222372921,High
Montana,7.571563777933137e-05,4.114446773786046e-07,0.4582278481012658,Low,0.2,607615.2246170325,High
West Virginia,0.0001906701128051112,1.9120076184064568e-06,0.3949367088607595,Moderate,0.5,130752.7711522174,Moderate
Texas,0.0005197749986869456,2.1580676705642497e-06,0.5443037974683544,High,0.8,115844.60383502462,Moderate
Alabama,9.681610527815398e-05,5.526266745183219e-07,0.6253164556962025,High,0.8,452385.21225530223,High
Missouri,0.0018005493386811064,1.4239212854377198e-06,0.48860759493670886,High,0.8,175571.72127459993,Moderate
Ohio,0.00023617504090930807,0.0,0.5721518987341772,Moderate,0.5,0.43952484976319917,Low
Virginia,8.831948315009912e-05,4.033771346849065e-07,0.3949367088607595,Moderate,0.5,619767.5590226694,High
North Dakota,0.00018388446044664882,4.275797627660009e-07,0.46329113924050636,High,0.8,584686.4438638571,High
Alabama,0.0008614568560688212,1.799062020694683e-06,0.6708860759493671,High,0.8,138961.55609130466,Moderate
Louisiana,0.0009846750463430255,4.5984993354079337e-07,0.7164556962025317,High,0.8,543655.882106062,High
Texas,0.004843986368775389,8.914634676536434e-07,0.5468354430379747,High,0.8,280437.9711236877,High
Colorado,0.0001440125942453075,2.283114582316571e-06,0.5012658227848101,Moderate,0.5,109499.71683020421,Moderate
North Carolina,0.002048660439133483,4.154784487254537e-07,0.4962025316455696,High,0.8,601716.1472444365,High
Minnesota,0.00017124627624106378,4.6791747623449146e-07,0.579746835443038,Moderate,0.5,534282.4367075209,High
Connecticut,0.00020732295469868422,0.0,0.5164556962025316,Moderate,0.5,0.4283740684223858,Low
Alabama,0.0003229612204351738,6.050657020273597e-07,0.6810126582278482,High,0.8,413178.52633171616,High
Alabama,1.1085471674715768e-05,4.033771346849065e-07,0.4708860759493671,High,0.8,619767.6191816494,High
Georgia,2.1617043013900282e-05,0.0,0.4582278481012658,High,0.8,0.46165421643745874,Low
Arizona,2.3880420126205884e-05,5.566604458651709e-07,0.43291139240506327,Low,0.2,449106.9318092221,High
Louisiana,3.017935682595347e-05,5.445591318246238e-07,0.6177215189873417,High,0.8,459087.21022304223,High
Texas,0.003766390121888255,5.64727988558869e-07,0.49873417721518987,High,0.8,442691.2248248201,High
New York,4.777577018059321e-05,0.0,0.6835443037974683,High,0.8,0.5067279710675658,Moderate
Texas,5.366040137330596e-05,0.0,0.47848101265822784,High,0.8,0.4657176666921949,Low
Oregon,7.277742791322489e-05,4.840525616218878e-07,0.5113924050632911,Moderate,0.5,516473.01480759203,High
Montana,1.7880081990087007e-05,0.0,0.45569620253164556,Low,0.2,0.3711463925391252,Low
Louisiana,0.005868479025960745,5.929643879868125e-07,0.7949367088607595,High,0.8,421610.7609265702,High
Missouri,0.0008744055827805802,9.116323243878886e-07,0.5443037974683544,High,0.8,274233.5942547695,High
Kentucky,0.0003449892395821244,1.2181989467484176e-06,0.5063291139240507,High,0.8,205221.21643693108,Moderate
Texas,5.150825222595205e-05,0.0,0.7873417721518987,High,0.8,0.5274889577312701,Moderate
Nevada,0.00030806115211010125,4.033771346849065e-07,0.5189873417721519,Low,0.2,619767.5389206929,High
New York,0.00045954318942458087,5.64727988558869e-07,0.39746835443037976,High,0.8,442691.20324891683,High
Washington,6.382544297563624e-06,0.0,0.5316455696202531,High,0.8,0.47633166694176965,Moderate
Oklahoma,3.35923384082296e-05,0.0,0.5113924050632911,High,0.8,0.4722919179480215,Low
Iowa,6.94241660436745e-05,0.0,0.5443037974683544,High,0.8,0.4788885291600884,Moderate
Vermont,3.9190538928781514e-05,1.8313321914694754e-06,0.3949367088607595,Moderate,0.5,136512.7982761458,Moderate
California,0.00021266562949841087,0.0,0.5316455696202531,High,0.8,0.47641418017585,Moderate
Alabama,6.589137178774235e-05,1.799062020694683e-06,0.7063291139240506,High,0.8,138961.56286168605,Moderate
Missouri,5.7192075884624496e-05,0.0,0.5088607594936709,High,0.8,0.471795028729088,Low
Kansas,0.0007138371911748789,1.117354663077191e-06,0.4151898734177215,High,0.8,223742.9488108742,Moderate
Alabama,0.00011102193194278975,5.526266745183219e-07,0.6050632911392405,High,0.8,452385.2082103517,High
Nebraska,3.562218158392119e-05,0.0,0.5341772151898734,High,0.8,0.4768496919106082,Moderate
Oklahoma,5.968238790528792e-05,0.0,0.46835443037974683,High,0.8,0.46369475903111146,Low
Pennsylvania,0.001091032868721935,0.0,0.5620253164556962,High,0.8,0.482841476438628,Moderate
Indiana,8.995281729314814e-05,0.0,0.5518987341772152,Low,0.2,0.39041572796236035,Low
North Carolina,2.8216071270094717e-05,0.0,0.4278481012658228,High,0.8,0.4555809066816726,Low
Missouri,0.0008225419982639099,1.0326454647933605e-06,0.46582278481012657,High,0.8,242096.85607169877,Moderate
New Jersey,0.004995740130782771,5.090619439723519e-06,0.5367088607594936,High,0.8,49110.166344822566,Moderate
Pennsylvania,0.0,5.848968452931144e-07,0.5139240506329114,High,0.8,427426.0193365343,High
Kansas,0.0008656327569811687,1.4037524287034747e-06,0.4582278481012658,High,0.8,178094.29388837444,Moderate
Maryland,9.425562259503782e-05,0.0,0.48860759493670886,Moderate,0.5,0.4227592212363798,Low
Missouri,0.00023095386586512195,7.986867266761148e-07,0.4506329113924051,High,0.8,313014.0511280548,High
Alabama,5.971971272574151e-06,7.46247699167077e-07,0.5113924050632911,High,0.8,335009.63038897794,High
Oklahoma,0.0004751643732808167,1.795028249347834e-06,0.5620253164556962,High,0.8,139273.8067524324,Moderate
Alabama,2.524650855480722e-06,0.0,0.43037974683544306,High,0.8,0.4560769592274308,Low
Wisconsin,4.031080608987552e-05,0.0,0.5189873417721519,Moderate,0.5,0.42881359267686636,Low
Virginia,6.842833983397276e-05,0.0,0.4708860759493671,Moderate,0.5,0.41920458652580705,Low
Mississippi,7.37687751444722e-05,0.0,0.44050632911392407,High,0.8,0.45813077333284263,Low
Washington,0.00028834618194651583,0.0,0.5772151898734177,High,0.8,0.48555837644746214,Moderate
Texas,0.0006114219895804821,0.0,0.5620253164556962,High,0.8,0.4826496320869714,Moderate
Michigan,0.0,1.1133208917303417e-06,0.4607594936708861,Moderate,0.5,224553.57476059446,Moderate
West Virginia,2.0045429193953305e-05,0.0,0.3949367088607595,Moderate,0.5,0.40399535994382946,Low
Maine,0.0001491634194679027,4.7195124758134053e-07,0.46835443037974683,Low,0.2,529715.8544997824,High
Oklahoma,4.478978454430613e-05,0.0,0.4278481012658228,High,0.8,0.4555875361669823,Low
Iowa,5.598723068038266e-06,0.0,0.4582278481012658,High,0.8,0.4616478091094804,Low
Texas,7.920177600969653e-05,0.0,0.7645569620253165,High,0.8,0.5229430731154672,Moderate
Louisiana,7.464964090717688e-05,0.0,0.5164556962025316,High,0.8,0.4733209990968692,Low
Alabama,0.0007303362548081832,0.0,0.4835443037974684,High,0.8,0.467000995261417,Low
Florida,0.0002335954329881915,5.768293025994162e-07,0.5265822784810127,High,0.8,433404.0051301737,High
Missouri,2.4074509192564544e-05,0.0,0.4278481012658228,High,0.8,0.4555792500568416,Low
New Hampshire,1.1197446136076532e-05,0.0,0.4607594936708861,Moderate,0.5,0.41715637771263164,Low
Michigan,6.10260814416171e-05,0.0,0.5873417721518988,Moderate,0.5,0.44249276486295647,Low
Louisiana,0.0059149606401067145,5.727955312525672e-07,0.8,High,0.8,436456.2013800688,High
New Jersey,6.106340626207069e-05,4.033771346849065e-07,0.6430379746835443,High,0.8,619767.6536320203,High
Kansas,0.0004533845940497388,1.1496248338519836e-06,0.4911392405063291,High,0.8,217462.46577762297,Moderate
Alabama,1.8492209045525856e-05,5.526266745183219e-07,0.49367088607594933,High,0.8,452385.1858948588,High
Kansas,0.00016469687506614442,7.865854126355676e-07,0.43037974683544306,High,0.8,317829.6446033666,High
North Carolina,0.0011131007955669145,1.5409006544963426e-06,0.5189873417721519,High,0.8,162243.00042071918,Moderate
Alabama,8.599638632506777e-06,7.381801564733789e-07,0.4177215189873418,High,0.8,338670.91666249774,High
Maryland,8.740129256694083e-05,0.0,0.4278481012658228,Moderate,0.5,0.41060458077019135,Low
Louisiana,0.0027774429064559678,4.3161353411285e-07,0.6126582278481012,High,0.8,579222.1174743983,High
Indiana,2.7948825555647024e-05,0.0,0.5417721518987342,Low,0.2,0.38836560990996916,Low
Illinois,2.0901899454009525e-05,0.0,0.5417721518987342,Moderate,0.5,0.43336279113952847,Low
Arkansas,1.2703875889583361e-05,0.0,0.549367088607595,Moderate,0.5,0.43487849927187483,Low
Alabama,3.489870712410519e-05,3.1382741078485727e-06,0.5848101265822785,High,0.8,79661.85715593338,Moderate
Florida,0.0003485437568835606,1.0931520349960966e-06,0.569620253164557,High,0.8,228696.69347306225,Moderate
North Carolina,0.002053728074796251,0.0,0.5392405063291139,High,0.8,0.47866959249574126,Moderate
Florida,0.00015423362307831815,9.640713518969265e-07,0.5012658227848101,High,0.8,259317.1261725986,High
South Dakota,0.00011675436744762094,0.0,0.49367088607594933,High,0.8,0.4687808789621689,Low
Florida,0.00018653994226278345,7.744840985950204e-07,0.5316455696202531,High,0.8,322795.74984123,High
Florida,1.0365849136370582e-05,4.340337969209594e-06,0.4253164556962025,High,0.8,57599.406275615926,Moderate
North Carolina,0.01785310510285597,0.0,0.6025316455696202,High,0.8,0.49764757115506647,Moderate
Oregon,0.0001255100536894801,6.050657020273597e-07,0.4962025316455696,Moderate,0.5,413178.4442907104,High
Texas,4.478829155148799e-05,0.0,0.5291139240506328,High,0.8,0.4758407001267472,Moderate
Virginia,7.464964090717688e-05,0.0,0.610126582278481,Moderate,0.5,0.4470551763120591,Low
Florida,8.78357534770206e-05,6.494371868426995e-07,0.5113924050632911,High,0.8,384948.92107137927,High
Florida,3.505397837719212e-05,8.793621536130962e-07,0.43544303797468353,High,0.8,284297.18187327136,High
Colorado,0.0008967614034306823,1.971707434339823e-05,0.5012658227848101,Moderate,0.5,12679.541507941132,Moderate
Iowa,6.67427509422887e-05,0.0,0.5215189873417722,High,0.8,0.47433049456873133,Moderate
Florida,0.00011621768131928288,6.333021014553032e-07,0.4962025316455696,High,0.8,394756.52820419084,High
Texas,5.114844095677946e-05,0.0,0.46582278481012657,High,0.8,0.46318501633840803,Low
Virginia,4.561839555837579e-05,0.0,0.3924050632911392,Moderate,0.5,0.40349926001645126,Low
Connecticut,0.00036517260638254604,4.558161621939443e-07,0.4810126582278481,Moderate,0.5,548466.9014370963,High
South Carolina,1.3202535490843303e-05,0.0,0.49367088607594933,Moderate,0.5,0.42373945822938625,Low
Florida,1.3913200072279628e-05,8.228893547572093e-07,0.4962025316455696,High,0.8,303807.77071665984,High
Utah,1.8614634456613628e-05,4.96153875662435e-07,0.4734177215189873,Low,0.2,503876.06371538044,High
Wyoming,0.004127653819264122,8.188555834103601e-07,0.5392405063291139,Low,0.2,305304.2798932515,High
Maryland,0.0004180812858719167,4.0741090603175555e-07,0.4582278481012658,Moderate,0.5,613631.260872208,High
South Carolina,0.0022394892272153064,4.033771346849065e-07,0.5063291139240507,Moderate,0.5,619767.5821616184,High
Oklahoma,3.35923384082296e-05,0.0,0.4911392405063291,High,0.8,0.4682412850366291,Low
Georgia,0.003920225892240394,9.802064372843228e-07,0.5164556962025316,High,0.8,255048.53967404438,Moderate
Massachusetts,0.00018041008699969064,0.0,0.5316455696202531,Moderate,0.5,0.4314012779588505,Low
Arkansas,3.919106147626786e-05,0.0,0.5139240506329114,Moderate,0.5,0.4278004865511728,Low
Florida,0.0002396119103766745,1.9039400757127584e-06,0.5139240506329114,High,0.8,131306.87648234982,Moderate
Florida,0.00029765648516045894,9.035647816941906e-07,0.4708860759493671,High,0.8,276682.0915284206,High
Vermont,4.204267775892202e-06,6.131332447210579e-07,0.4379746835443038,Moderate,0.5,407741.87641240796,High
Puerto Rico,0.001779866909171364,3.4206381021280073e-06,0.5518987341772152,Moderate,0.5,73085.96498320303,Moderate
Texas,0.04959839789706902,3.888555578362499e-06,0.6455696202531646,High,0.8,64291.49353834545,Moderate
Alabama,7.527520489797902e-05,0.0,0.4582278481012658,High,0.8,0.46167567970221235,Low
Louisiana,0.00011305986713955568,4.6388370488764244e-07,0.6303797468354431,High,0.8,538928.424382043,High
Tennessee,0.0005842289916390203,1.3392120871538895e-06,0.5113924050632911,Moderate,0.5,186677.1067290401,Moderate
Florida,3.612324490361834e-05,7.341463851265298e-07,0.5215189873417722,High,0.8,340531.765527038,High
Florida,0.0004214315617558308,4.203189743416725e-06,0.5164556962025316,High,0.8,59478.86117564277,Moderate
Texas,5.5987230680382664e-05,0.0,0.6632911392405063,High,0.8,0.5026806227403734,Moderate
Alabama,0.00011966324000485091,4.525891451164651e-06,0.6227848101265823,High,0.8,55237.98123584336,Moderate
Connecticut,0.00022712750443135824,0.0,0.4911392405063291,Moderate,0.5,0.4233186991030384,Low
Oklahoma,0.0013668955703786817,3.7030020964074414e-06,0.5443037974683544,High,0.8,67513.01862320399,Moderate
Kentucky,9.968265148898957e-05,0.0,0.4531645569620253,High,0.8,0.46067278445300064,Low
Maine,9.15801794649246e-05,4.1951222007230277e-07,0.4708860759493671,Low,0.2,595930.321329232,High
Alabama,9.778207163149286e-05,5.312476863800218e-06,0.44050632911392407,High,0.8,47059.23661418275,Moderate
Florida,0.0009824460080655373,4.981707613358595e-06,0.49873417721518987,High,0.8,50183.815686372545,Moderate
Connecticut,0.0001834962823139315,0.0,0.5265822784810127,Moderate,0.5,0.4303898542091282,Low
Arkansas,0.00014635320387609567,3.4085367880874596e-06,0.4860759493670886,Moderate,0.5,73345.42730331696,Moderate
Mississippi,0.00020099415814257376,0.0,0.4531645569620253,High,0.8,0.4607133090556621,Low
Oklahoma,4.180379890801905e-05,0.0,0.569620253164557,High,0.8,0.4839407721524746,Moderate
New Jersey,0.0,0.0,0.6430379746835443,High,0.8,0.49860759493670886,Moderate
Oklahoma,0.0001030165044519041,0.0,0.49873417721518987,High,0.8,0.4697880420448187,Low
Iowa,2.564215165161526e-05,0.0,0.4151898734177215,High,0.8,0.4530482315442049,Low
Washington,0.0001088152885575736,0.0,0.5367088607594936,High,0.8,0.47738529826732173,Moderate
Nevada,0.00023157065105815341,0.0,0.5772151898734177,Low,0.2,0.39553566623510683,Low
Maine,0.00011315377638781689,7.422139278202279e-07,0.3949367088607595,Low,0.2,336830.22044564685,High
Kansas,0.0009286146590145538,5.1067545251109165e-06,0.4759493670886076,High,0.8,48954.98688833351,Moderate
Washington,2.5624235737797535e-05,0.0,0.5316455696202531,High,0.8,0.4763393636183458,Moderate
Ohio,3.3771497546406823e-06,0.0,0.4911392405063291,Moderate,0.5,0.42322919896116773,Low
Mississippi,0.0006113671220944153,0.0,0.5974683544303797,High,0.8,0.4897382177349137,Moderate
Vermont,9.965727061108114e-05,4.558161621939443e-07,0.6481012658227848,Moderate,0.5,548466.9347486116,High
North Carolina,0.0002433742522783962,6.21200787414756e-07,0.5721518987341772,High,0.8,402446.60141084634,High
